p,H,z
0.8218600592903562,1,0.1
0.7062422271564962,1,0.1
0.08134878064189976,1,0.1
0.08483771408519192,1,0.1
0.9866395785011755,1,0.1
0.3742707957561203,1,0.1
0.3706421470668909,1,0.1
0.8127995672575026,1,0.1
0.9472485773838587,1,0.1
0.9860010638228709,1,0.1
0.7533781852589416,1,0.1
0.37625958553091576,1,0.1
0.08350071669866876,1,0.1
0.7771469159274368,1,0.1
0.558404249735805,1,0.1
0.4242220092469763,1,0.1
0.906354385094736,1,0.1
0.11119748230615134,1,0.1
0.49262510429085915,1,0.1
0.011353644767419069,1,0.1
0.46866064199412627,1,0.1
0.05630327568183735,1,0.1
0.11881791626807192,1,0.1
0.11752624677710488,1,0.1
0.6492103021160636,1,0.1
0.7460448792654233,1,0.1
0.5833687650971596,1,0.1
0.9621725484745419,1,0.1
0.37487057952370406,1,0.1
0.28571208628186073,1,0.1
0.8685991281894603,1,0.1
0.22359583851945264,1,0.1
0.9632225394406113,1,0.1
0.012154474689816341,1,0.1
0.969878826707639,1,0.1
0.04315991195057611,1,0.1
0.8911431136980711,1,0.1
0.5277011090862999,1,0.1
0.9929647961193003,1,0.1
0.07379656473539886,1,0.1
0.5538542844013208,1,0.1
0.969302535619099,1,0.1
0.5230978441701488,1,0.1
0.6293986381352625,1,0.1
0.6957486889846172,1,0.1
0.45454106476777323,1,0.1
0.6275580800840634,1,0.1
0.5843143119231002,1,0.1
0.901158010490989,1,0.1
0.04544638034145787,1,0.1
0.2809631895922303,1,0.1
0.9504114840765587,1,0.1
0.8902637838909163,1,0.1
0.45565675278571294,1,0.1
0.6201325978015367,1,0.1
0.2773811829811327,1,0.1
0.1881211597237613,1,0.1
0.46369840493998216,1,0.1
0.3533522280260528,1,0.1
0.5836561118508721,1,0.1
0.07773463696498484,1,0.1
0.9743948076661665,1,0.1
0.9862107444796029,1,0.1
0.6981617140197451,1,0.1
0.5360963663441204,1,0.1
0.30952761628632774,1,0.1
0.8137950197069487,1,0.1
0.6847311725538793,1,0.1
0.1626169393448913,1,0.1
0.9109271844938425,1,0.1
0.822537242923169,1,0.1
0.949799913291924,1,0.1
0.72571950838836,1,0.1
0.6134151959357899,1,0.1
0.4182430362906189,1,0.1
0.9327284833540133,1,0.1
0.8660638895004084,1,0.1
0.04521867010618941,1,0.1
0.026366974497252005,1,0.1
0.3764633668780496,1,0.1
0.8105533307818329,1,0.1
0.9872761293149445,1,0.1
0.15041689110352818,1,0.1
0.5941307153521351,1,0.1
0.3808908566310215,1,0.1
0.9699143978146032,1,0.1
0.8421189231357087,1,0.1
0.8383287047111379,1,0.1
0.4686931597949703,1,0.1
0.4148195023376652,1,0.1
0.27340707193070624,1,0.1
0.056375496650927115,1,0.1
0.8647223762550532,1,0.1
0.8129010091300776,1,0.1
0.9997176732861306,1,0.1
0.9966368370739054,1,0.1
0.5554317056026274,1,0.1
0.7689874151805105,1,0.1
0.944765729882428,1,0.1
0.8496473906774115,1,0.1
0.24734810174319766,1,0.1
0.4505441353100935,1,0.1
0.12915941515149498,1,0.1
0.9540510272587224,1,0.1
0.60617463445088,1,0.1
0.22864280550346272,1,0.1
0.6717006844058567,1,0.1
0.6181282404578958,1,0.1
0.3581627180328405,1,0.1
0.11355759219962902,1,0.1
0.6715731955927996,1,0.1
0.5203077009037933,1,0.1
0.7723183917356393,1,0.1
0.5201635011119934,1,0.1
0.8521815003185401,1,0.1
0.5519068387744855,1,0.1
0.5609379715353863,1,0.1
0.876653602658345,1,0.1
0.40348286621239704,1,0.1
0.13401522845064073,1,0.1
0.028782676313338973,1,0.1
0.755137255673619,1,0.1
0.6203095513534647,1,0.1
0.7040797680992236,1,0.1
0.21296416150891073,1,0.1
0.13637147558676976,1,0.1
0.014544665667881929,1,0.1
0.350587558806597,1,0.1
0.5899176868546331,1,0.1
0.3922440450997323,1,0.1
0.43747492202372906,1,0.1
0.9041586944937484,1,0.1
0.34825546702330035,1,0.1
0.5139894891598108,1,0.1
0.7836530127411431,1,0.1
0.39654278232127016,1,0.1
0.6220867002278735,1,0.1
0.8623637087467452,1,0.1
0.9495206236576421,1,0.1
0.14707348092903794,1,0.1
0.9265876251614944,1,0.1
0.4921162930795382,1,0.1
0.25824438829895835,1,0.1
0.4591357562382613,1,0.1
0.980032575285477,1,0.1
0.4926180939928696,1,0.1
0.3287516102875082,1,0.1
0.6334008543167258,1,0.1
0.24014561877819307,1,0.1
0.07586332810866392,1,0.1
0.12887972191064923,1,0.1
0.12804583895777244,1,0.1
0.15190269351229435,1,0.1
0.13882717264941014,1,0.1
0.6408747448032146,1,0.1
0.18188008439914483,1,0.1
0.3456672833238632,1,0.1
0.8967884099060118,1,0.1
0.47396164026287235,1,0.1
0.6675577385210272,1,0.1
0.17231987120162984,1,0.1
0.19228901880867078,1,0.1
0.04086861626647886,1,0.1
0.16893506307216455,1,0.1
0.2785903390319586,1,0.1
0.17701048427674682,1,0.1
0.08870253375705561,1,0.1
0.12063587110060081,1,0.1
0.46077876803272577,1,0.1
0.2063337184057925,1,0.1
0.36426986104807546,1,0.1
0.5034172708548569,1,0.1
0.6903948286293653,1,0.1
0.039312139841098936,1,0.1
0.7994103989090426,1,0.1
0.6279003894909078,1,0.1
0.08175903194887191,1,0.1
0.8735786241067772,1,0.1
0.9208724005318132,1,0.1
0.06107795985486375,1,0.1
0.2768776481472037,1,0.1
0.8062012797930613,1,0.1
0.7482596903836584,1,0.1
0.18452101935637732,1,0.1
0.2093493233367103,1,0.1
0.370472102791382,1,0.1
0.4845229851910213,1,0.1
0.618254771530296,1,0.1
0.3689136395697724,1,0.1
0.4625347161331479,1,0.1
0.7474709381337565,1,0.1
0.0366832028905979,1,0.1
0.25243694434402075,1,0.1
0.7133495858845524,1,0.1
0.8952068376871993,1,0.1
0.5116774421156661,1,0.1
0.5321134852653157,1,0.1
0.10717201133977605,1,0.1
0.44741236682345464,1,0.1
0.5326172664550232,1,0.1
0.24247050363472966,1,0.1
0.26924323094938096,1,0.1
0.37728416310462265,1,0.1
0.02007119777772637,1,0.1
0.3220791655831783,1,0.1
0.21144800699654465,1,0.1
0.32749735217791465,1,0.1
0.11976213181925122,1,0.1
0.890527280739895,1,0.1
0.5935924535540487,1,0.1
0.6791023191444896,1,0.1
0.7891712386073383,1,0.1
0.4984421989290573,1,0.1
0.08692028808742369,1,0.1
0.5371065418185478,1,0.1
0.5868411180208791,1,0.1
0.74543947418433,1,0.1
0.4316595462296794,1,0.1
0.12758030279556376,1,0.1
0.28377590579872447,1,0.1
0.3630822963986351,1,0.1
0.6459172413316012,1,0.1
0.5707783046689119,1,0.1
0.35609672589784624,1,0.1
0.9865152487929797,1,0.1
0.6057748193568872,1,0.1
0.23722679173599448,1,0.1
0.10178247262040374,1,0.1
0.15285913918433203,1,0.1
0.24595772838450813,1,0.1
0.16068137325955567,1,0.1
0.18656702405130576,1,0.1
0.2850951686938471,1,0.1
0.17337359529475482,1,0.1
0.8967654246264252,1,0.1
0.08023374566164221,1,0.1
0.5245113895702547,1,0.1
0.4103968269896615,1,0.1
0.9823786169086064,1,0.1
0.11203890216805235,1,0.1
0.39785559904574164,1,0.1
0.9694704332753689,1,0.1
0.8655071258939803,1,0.1
0.8170720709492799,1,0.1
0.25790282704493983,1,0.1
0.17088758739006582,1,0.1
0.668643219924431,1,0.1
0.9293759891275858,1,0.1
0.5567628930139298,1,0.1
0.5716126894698998,1,0.1
0.2799790936602842,1,0.1
0.7694929331919369,1,0.1
0.18704374855752337,1,0.1
0.3236792364042437,1,0.1
0.4254364386164168,1,0.1
0.507610378684455,1,0.1
0.24240973241508024,1,0.1
0.11483682473920354,1,0.1
0.6106200424416326,1,0.1
0.28863055324025577,1,0.1
0.5812382214226123,1,0.1
0.1543627152742023,1,0.1
0.4811401018548175,1,0.1
0.5325894325515859,1,0.1
0.05182353682242691,1,0.1
0.3366042781939206,1,0.1
0.13441467693897424,1,0.1
0.06337497047276774,1,0.1
0.9899602323899452,1,0.1
0.32235384497472297,1,0.1
0.8098744458546349,1,0.1
0.25464065476376385,1,0.1
0.6815027222239293,1,0.1
0.7602278598896866,1,0.1
0.5956387406078443,1,0.1
0.47157618855015837,1,0.1
0.41184091414726853,1,0.1
0.3488682665429953,1,0.1
0.9295291442478258,1,0.1
0.8306194077877291,1,0.1
0.9650269106665126,1,0.1
0.12429722348554473,1,0.1
0.7308674752036443,1,0.1
0.9383404568210378,1,0.1
0.18123306616566015,1,0.1
0.0664962673667775,1,0.1
0.741120649290059,1,0.1
0.5744731131799119,1,0.1
0.8418287767582721,1,0.1
0.1397723766262895,1,0.1
0.7952673118598902,1,0.1
0.20162732004774453,1,0.1
0.1636559428657045,1,0.1
0.16426579793099294,1,0.1
0.8145747202313821,1,0.1
0.6651972206962001,1,0.1
0.5230654247691193,1,0.1
0.3588304841235025,1,0.1
0.8772005408131083,1,0.1
0.3924451074226354,1,0.1
0.8165994394715771,1,0.1
0.4391349085702184,1,0.1
0.3769444294249076,1,0.1
0.46267978566960644,1,0.1
0.3013778741641421,1,0.1
0.7476093801762511,1,0.1
0.5027203900924792,1,0.1
0.2322126951468173,1,0.1
0.8995745732745685,1,0.1
0.3838912213732114,1,0.1
0.5435528611139886,1,0.1
0.9064721109645469,1,0.1
0.6242379959139921,1,0.1
0.11689804070836407,1,0.1
0.9398321236134751,1,0.1
0.6277080530714179,1,0.1
0.3349056146570861,1,0.1
0.13927207266338726,1,0.1
0.794025189270296,1,0.1
0.6200727559285135,1,0.1
0.5334610919763215,1,0.1
0.8938925830509576,1,0.1
0.7885972112245307,1,0.1
0.15167487973275118,1,0.1
0.31172206779554823,1,0.1
0.24848913981446574,1,0.1
0.743946292572677,1,0.1
0.03353243473577938,1,0.1
0.5698896848713165,1,0.1
0.7624586857406905,1,0.1
0.8767656367617495,1,0.1
0.34208174871590746,1,0.1
0.8212573046720129,1,0.1
0.11063173695520723,1,0.1
0.8464522917345182,1,0.1
0.12748866233198242,1,0.1
0.39728729056036727,1,0.1
0.7972953657795536,1,0.1
0.14991742734877378,1,0.1
0.22925139523264149,1,0.1
0.7222525683930663,1,0.1
0.7200365365460744,1,0.1
0.6411476328852973,1,0.1
0.6939484444671,1,0.1
0.5427244433475962,1,0.1
0.25179905890695276,1,0.1
0.34569599350391944,1,0.1
0.18159771680142567,1,0.1
0.9084505613336283,1,0.1
0.5833917947661205,1,0.1
0.4008514167636399,1,0.1
0.4620058036441327,1,0.1
0.9472833396118153,1,0.1
0.1533514031160802,1,0.1
0.5862298320167972,1,0.1
0.505888678884466,1,0.1
0.6114542354346478,1,0.1
0.01811018382084051,1,0.1
0.8721239089441515,1,0.1
0.9321182824836124,1,0.1
0.5651331835892089,1,0.1
0.6966508238768923,1,0.1
0.9224993811772957,1,0.1
0.7072386343133986,1,0.1
0.15253904291426135,1,0.1
0.5762883601668132,1,0.1
0.6067150463828559,1,0.1
0.424130671302386,1,0.1
0.7364442356247228,1,0.1
0.9343670147690148,1,0.1
0.9255685129067763,1,0.1
0.4508393714041321,1,0.1
0.11323804584075525,1,0.1
0.9848411989623346,1,0.1
0.8388980864459341,1,0.1
0.12466268120326685,1,0.1
0.9208418826173723,1,0.1
0.8698963620621283,1,0.1
0.5188380571260721,1,0.1
0.5912754357449292,1,0.1
0.39900270387013026,1,0.1
0.05476163882203133,1,0.1
0.3351972416459009,1,0.1
0.8028534485980114,1,0.1
0.004632023004602859,1,0.1
0.3334991716911442,1,0.1
0.3981686935909433,1,0.1
0.5373956029379229,1,0.1
0.9198556164127605,1,0.1
0.34634599436596125,1,0.1
0.3469532018962277,1,0.1
0.7375012481097484,1,0.1
0.45221794088980716,1,0.1
0.22460482293998196,1,0.1
0.4524395161326934,1,0.1
0.14085702037979986,1,0.1
0.1763869865062233,1,0.1
0.49836777273947974,1,0.1
0.4189254495045479,1,0.1
0.9148459010681,1,0.1
0.3623938991166331,1,0.1
0.5805883502780435,1,0.1
0.6322642879195304,1,0.1
0.013094456588333636,1,0.1
0.6635373720167106,1,0.1
0.17803596686975143,1,0.1
0.9610703174694551,1,0.1
0.14866272775311296,1,0.1
0.41462412372702373,1,0.1
0.08534966807864386,1,0.1
0.9968742518459474,1,0.1
0.5021950103312426,1,0.1
0.5953850173200438,1,0.1
0.06707647738842748,1,0.1
0.7499604703991778,1,0.1
0.20990559309558576,1,0.1
0.8980542894407137,1,0.1
0.20513964048200717,1,0.1
0.19068772066366657,1,0.1
0.03654966784809488,1,0.1
0.47206694510999925,1,0.1
0.5648411332626164,1,0.1
0.06570863942835237,1,0.1
0.7755276166950106,1,0.1
0.4532888347480276,1,0.1
0.52439026932758,1,0.1
0.44076274693822814,1,0.1
0.400763060875326,1,0.1
0.5596403313082179,1,0.1
0.1552402459307125,1,0.1
0.18192813049527112,1,0.1
0.8617856210135173,1,0.1
0.9461154621336327,1,0.1
0.37330931627975295,1,0.1
0.27074467314355377,1,0.1
0.6439995432390158,1,0.1
0.4087341710980964,1,0.1
0.02538635566034486,1,0.1
0.15615259736619036,1,0.1
0.7159722288473975,1,0.1
0.6589239419101514,1,0.1
0.02709599250348349,1,0.1
0.22197216193294944,1,0.1
0.2310747965880714,1,0.1
0.6718927435987284,1,0.1
0.019710537754364155,1,0.1
0.10410858198457384,1,0.1
0.7999160853731894,1,0.1
0.1785446620543336,1,0.1
0.6527461078518747,1,0.1
0.23818278104672652,1,0.1
0.09944139275934516,1,0.1
0.24317219099945409,1,0.1
0.7222669318556592,1,0.1
0.8556964681062857,1,0.1
0.8302198645669916,1,0.1
0.3971835296184548,1,0.1
0.6680851365706462,1,0.1
0.20498429541582097,1,0.1
0.29314773026101326,1,0.1
0.8963358185211198,1,0.1
0.013001923510736035,1,0.1
0.08550853085446808,1,0.1
0.20788625514602732,1,0.1
0.026532203873819715,1,0.1
0.18143543508979731,1,0.1
0.5830415609696922,1,0.1
0.42142455059249795,1,0.1
0.8926717110769748,1,0.1
0.8174435617384409,1,0.1
0.34181735169787597,1,0.1
0.2594234334312925,1,0.1
0.3796924081672669,1,0.1
0.5902949425148077,1,0.1
0.26806364082287626,1,0.1
0.624148907849134,1,0.1
0.4094116521912404,1,0.1
0.5520471808519802,1,0.1
0.4361265291353167,1,0.1
0.29446575954191767,1,0.1
0.9484533069621567,1,0.1
0.7636057941597608,1,0.1
0.14011317576645255,1,0.1
0.8684679758979128,1,0.1
0.48743119824951364,1,0.1
0.8945522268940914,1,0.1
0.7998552559473152,1,0.1
0.42521350446923345,1,0.1
0.022469308320117398,1,0.1
0.2686773593849461,1,0.1
0.5416342146608669,1,0.1
0.6334782198261473,1,0.1
0.2578876854332023,1,0.1
0.13935607407282413,1,0.1
0.8349302367992991,1,0.1
0.9844021807035521,1,0.1
0.5256901823026858,1,0.1
0.1716792858483035,1,0.1
0.27230732651936895,1,0.1
