p,g
0.3310856014786374,0
0.18121672648830509,0
0.2029867053429235,0
0.5450876120872381,0
0.46429201666080794,0
0.16643209276090581,0
0.14909977827117665,0
0.5088271016350482,0
0.13640922879561745,0
0.5867653294107992,0
0.5118309243616769,0
0.14610786579755908,0
0.1498833194958708,0
0.8373065100879297,0
0.3430934084406599,0
0.3412423160002572,0
0.580016033495663,0
0.7236023925960178,0
0.8339575762500345,0
0.5399587113203346,0
0.3441058807973244,0
0.14844711098721436,0
0.5552286422676467,0
0.4341026906950985,0
0.3681563069087788,0
0.6648155033963499,0
0.17591631793233278,0
0.4017561445064087,0
0.03454749522558381,0
0.39002752912907906,0
0.11585243647604815,0
0.18276838657149233,0
0.18162497165783678,0
0.4804850453835934,0
0.5354115274952347,0
0.44656929690925407,0
0.7542352303946211,0
0.34339890460093503,0
0.2960256874061056,0
0.6256719543844969,0
0.25935470033999597,0
0.7567281723368235,0
0.03660816784881871,0
0.773990664211108,0
0.09697423045489889,0
0.6478966110113943,0
0.4189451302011785,0
0.8798392465261695,0
0.1376096378693405,0
0.4318461756161531,0
0.7723829534237548,0
0.41668404804828085,0
0.47007973732146024,0
0.5058772638268272,0
0.3831036687416969,0
0.469123042181508,0
0.4470447438465045,0
0.6588265417042125,0
0.10045330145649606,0
0.29335683855631167,0
0.7294694818053187,0
0.6469718261283776,0
0.38365140074540527,0
0.46527914569960094,0
0.29133116088247346,0
0.23616098773254737,0
0.3875959693331836,0
0.33234955459834004,0
0.44671375479840314,0
0.1420990831614522,0
0.7875135030096289,0
0.8350439198078063,0
0.5072378551400718,0
0.423075255695371,0
0.30914648383329624,0
0.5807474789265287,0
0.49972560036134084,0
0.2180278669887957,0
0.6702895091465682,0
0.587278322560222,0
0.7283128686418937,0
0.523155783640627,0
0.46182248880985055,0
0.3651902110997881,0
0.699702353020013,0
0.623342959645711,0
0.10011087238472227,0
0.068048575921144,0
0.3442095424804285,0
0.578374306903741,0
0.8407718444433105,0
0.20880463492848148,0
0.4519969747506103,0
0.3464581203482016,0
0.7740906941454272,0
0.6026871492512413,0
0.5996121833196325,0
0.3900434580157636,0
0.36348842602576115,0
0.28907061051597827,0
0.11594934230444992,0
0.6221227442868902,0
0.580090461407734,0
0.9885931973569759,0
0.9204308514525519,0
0.43262801010878926,0
0.5498886320828241,0
0.7191845503557996,0
0.6089415724625163,0
0.2738714910084886,0
0.3811403601115014,0
0.19167846231284222,0
0.7365918314046509,0
0.45811716018119275,0
0.26249923079409154,0
0.4925693048378116,0
0.46424574285568304,0
0.334836446594062,0
0.17806632969956893,0
0.49249988538012557,0
0.4153146105772857,0
0.5520554942305652,0
0.41524385556305987,0
0.6110933385309367,0
0.4308816114007181,0
0.43536113357037415,0
0.6332827078802059,0
0.35783353096053994,0
0.19572262396069062,0
0.07264576407876955,0
0.5410602168838379,0
0.46537046246001873,0
0.5105960637818687,0
0.25261359957270924,0
0.19765522710319836,0
0.042539414921577534,0
0.3309155733720296,0
0.4498678351182568,0
0.35219396062656827,0
0.37470698432187344,0
0.6622561968662174,0
0.32970319724357133,0
0.4122161042480321,0
0.5595671429025162,0
0.35435528701831,0
0.46628831860826475,0
0.6199971636098089,0
0.7277883037474282,0
0.20620524545744778,0
0.6907713218554093,0
0.4015072035304859,0
0.2803105797440533,0
0.3853586023248798,0
0.807355758568375,0
0.401752714630378,0
0.3194569291388089,0
0.472165611589469,0
0.2695427312980637,0
0.1399821041858395,0
0.19144292115224013,0
0.19073895104306748,0
0.20994948574953443,0
0.19964949483423167,0
0.4760821738265002,0
0.23185206962765148,0
0.3283546544308875,0
0.6539643275098472,0
0.392623467821261,0
0.4903190529064061,0
0.2250956490519586,0
0.2389966310175219,0
0.09339332082086177,0
0.22265527283706543,0
0.2920161932563051,0
0.22843507733740057,0
0.1539640835509878,0
0.18436575459753668,0
0.38616447565786677,0
0.24832362428292853,0
0.3379792752994989,0
0.4070375733845861,0
0.5028757678082472,0
0.0909035806368439,0
0.5704012700772131,0
0.46930084926403715,0
0.14655650420109467,0
0.6303377338806562,0
0.68295052422337,0
0.12212070544356196,0
0.2910455135030844,0
0.5752271916981576,0
0.5367774020109413,0
0.23368482297527088,0
0.25028329352826517,0
0.3411554485035938,0
0.3977921664401359,0
0.4643109285252137,0
0.340358784489036,0
0.38702549468276254,0
0.5362902499073876,0
0.08658617675310037,0
0.27689457960720715,0
0.5159200995947516,0
0.6522409520779664,0
0.4110830277823873,0
0.4211147210953628,0
0.17218822039195888,0
0.37960076083660316,0
0.42136258653779607,0
0.2709466013119127,0
0.2866868310982376,0
0.34462692250588,0
0.055163859286670225,0
0.3159038694052093,0
0.2516386635254516,0
0.3187910108313614,0
0.18359975588968488,0
0.6472483893287462,0
0.4517246296959263,0
0.4966191165566555,0
0.5633065991333188,0
0.40460250499247813,0
0.15209507601516217,0
0.4235728500332261,0
0.44831660486860864,0
0.5350392732177653,0
0.3718363031729662,0
0.19034481190525582,0
0.29493982804711044,0
0.337369358902604,0
0.4787410937853137,0
0.4402623858609005,0
0.3337696416158789,0
0.8366447606382291,0
0.45791314801618654,0
0.2677710539029052,0
0.1670693046195657,0
0.2106831695692936,0
0.2730405151465356,0
0.2165906559628183,0
0.23509515969448172,0
0.2956800384103181,0
0.2258500606108952,0
0.6539391461763969,0
0.14488199601573298,0
0.4173781285507351,0
0.36128604490403704,0
0.8169473330659406,0
0.17668579509255233,0
0.3550142744781763,0
0.7728488632776425,0
0.622835530922288,0
0.5831726908247874,0
0.28011064296520943,0
0.2240661996681686,0
0.49090751891876805,0
0.6947538455644686,0
0.4332881887337079,0
0.44067904721062456,0
0.29280141557042144,0
0.5502163443588318,0
0.2354225947420122,0
0.31675828296714803,0
0.36875789460619585,0
0.4090907021988181,0
0.27090998603456895,0
0.1792210384786256,0
0.4603896340654668,0
0.2976566782350732,0
0.44549896047956594,0
0.2118314315711687,0
0.39613691675341367,0
0.42134889112281465,0
0.10970629460116077,0
0.3236062310372608,0
0.19605159382510126,0
0.1250413345729955,0
0.8570594165496715,0
0.3160506527681787,0
0.5778804853421314,0
0.27819500313894957,0
0.4979409715960571,0
0.5442723269293219,0
0.4527605078316171,0
0.39145547413234605,0
0.36200566730642847,0
0.33002201958746125,0
0.6949760000837037,0
0.5934989254672711,0
0.7611463256901695,0
0.18754179045202443,0
0.5262146466186737,0
0.7084219807146048,0
0.2314008967958762,0
0.12891844544272324,0
0.5323971053786081,0
0.44210879126089353,0
0.6024500647829379,0
0.20041180456916408,0
0.5675051729928615,0
0.24523573336469717,0
0.2187954924217118,0
0.2192448181622478,0
0.5813220853368006,0
0.4890420443050656,0
0.4166681318297303,0
0.3351808597363602,0
0.6338118437206015,0
0.35229517366983243,0
0.5828212574742304,0
0.37552543319872916,0
0.3444541951544837,0
0.38709661772248494,0
0.30470319357777875,0
0.5363756964291896,0
0.406696427798782,0
0.2647030699265369,0
0.657047022040699,0
0.3479780524501809,0
0.4267517632418971,0
0.6649539539427678,0
0.4674012859503422,0
0.18106628135178005,0
0.710841060095109,0
0.46920093649027106,0
0.32271151159367417,0
0.20000866991346875,0
0.5666437324504929,0
0.46524826742157394,0
0.42177783094481697,0
0.6508229795895888,0
0.5629149577186581,0
0.20977435372862613,0
0.3103351985881999,0
0.27455182461685235,0
0.5341231310172103,0
0.08121145874691565,0
0.4398188335566152,0
0.5456917146729112,0
0.6333909623579889,0
0.32648104208321005,0
0.5863097505584787,0
0.17539707419436334,0
0.6062625403365625,0
0.19026712993621403,0
0.3547290641302673,0
0.568918395793012,0
0.20841837523335233,0
0.26287611323662985,0
0.5211119260412188,0
0.5198121221042611,0
0.47622572046692613,0
0.5048653760817872,0
0.4263428787569008,0
0.2765171884451788,0
0.3283696313004423,0
0.23165527699747285,0
0.6672999482842492,0
0.4465808737226777,0
0.35651625380335633,0
0.3867661715285007,0
0.7236653761068328,0
0.2110597909660989,0
0.44800873844342953,0
0.40824757913130233,0
0.4608169312960465,0
0.050842311034824506,0
0.6289617726869445,0
0.6987879801660801,0
0.43744790858962346,0
0.5063853585399899,0
0.6851326985637354,0
0.5124013523796769,0
0.210437909636424,0
0.44301723067346277,0
0.4583930103573978,0
0.36811104956181806,0
0.5295619769904476,0
0.7021891661644812,0
0.6893441374107724,0
0.3812854411900791,0
0.17777673181505882,0
0.8281684958992406,0
0.6000710983378958,0
0.18785587221291555,0
0.6829099132561032,0
0.6268755782988715,0
0.41459358356126297,0
0.4505533725350425,0
0.35558968065103425,0
0.11376776456107723,0
0.3228652267804243,0
0.5728354880093605,0
0.015497092461708661,0
0.3219695389143283,0
0.3551713644719199,0
0.42371526308110696,0
0.6816036951914193,0
0.3287086015859655,0
0.32902507056985514,0
0.5302005089269755,0
0.3819627507806133,0
0.2599861133353675,0
0.38207159415866976,0
0.2012830156059658,0
0.22799395209227627,0
0.4045660828819679,0
0.36552912304245283,0
0.675147084301762,0
0.3370155413044624,0
0.4451727406805344,0
0.4715724675304518,0
0.0389787068422327,0
0.4881462602508133,0
0.22915879785282878,0
0.7516761478773262,0
0.20744488752872087,0
0.36339122776770366,0
0.15042986175875087,0
0.9239406501959281,0
0.4064392504128981,0
0.45263199087059885,0
0.12962801422883502,0
0.5378306175591794,0
0.2506432108466692,0
0.6553574161672586,0
0.2475436292680092,0
0.23791102859110067,0
0.08636294805636202,0
0.39169578679062306,0
0.43730250795632525,0
0.12794972020467305,0
0.5541601710191475,0
0.382488752103788,0
0.41731864788510675,0
0.37632763363753813,0
0.35647199130428564,0
0.4347164529706822,0
0.2124987329811051,0
0.23188553855804575,0
0.6194799820330894,0
0.7215667141658904,0
0.3426034073150361,0
0.28754823886089415,0
0.477728272067945,0
0.360456882790843,0
0.06613132765121271,0
0.21319030716688314,0
0.5174412537368703,0
0.48566568529073645,0
0.06945438748041333,0
0.25833566382827655,0
0.26400239332077424,0
0.4926739048411898,0
0.05438110769172816,0
0.16929715776631415,0
0.5707572015629402,0
0.22951697365045737,0
0.4823643926496475,0
0.26835245949964837,0
0.16479754368697863,0
0.2713690623821424,0
0.5211203675166554,0
0.6141190674382324,0
0.5931870212318077,0
0.35467698091381805,0
0.49060487030999467,0
0.24744198441917603,0
0.30016780548287847,0
0.6534692335635663,0
0.038747590946226096,0
0.15059907912330966,0
0.24933433579989478,0
0.06836863609770438,0
0.23154210296572214,0
0.44640483108916235,0
0.3667694332110631,0
0.6495169620705279,0
0.583449316729109,0
0.32634262831699345,0
0.28099983086905145,0
0.3458501469918731,0
0.4500582551629255,0
0.2860085996580876,0
0.46735515525291826,0
0.3607948220716768,0
0.4309510981483994,0
0.3740418540123385,0
0.30089753260269103,0
0.7258041480378211,0
0.5464244373938661,0
0.20068594982191426,0
0.6255507206280897,0
0.39921503415903464,0
0.6515331005237435,0
0.5707143576785139,0
0.3686474818258767,0
0.06023892285423471,0
0.2863616338177198,0
0.42580493899017546,0
0.4722060096344379,0
0.28010177687738136,0
0.20007641326520603,0
0.5968946205847859,0
0.8260678414968415,0
0.41795710029344735,0
0.22463580471801226,0
0.288442555085213,0
0.05147047465018462,0
0.674459155057687,0
0.18182451436277447,0
0.44313145329261516,0
0.2894402507750625,0
0.43200658348482285,0
0.48165890423096164,0
0.5928144383515024,0
0.24838072502417397,0
0.03361409572534413,0
0.19807443293099503,0
0.6575440253036435,0
0.630633746256946,0
0.4536598771204987,0
0.4552357015307847,0
0.488955323271956,0
0.22727354013547277,0
0.6746011527569105,0
0.36545219040110305,0
0.34759703699590355,0
0.4146326550737249,0
0.10271628153773771,0
0.22072485699552336,0
0.5305226107683889,0
0.14768774548482044,0
0.4565763499511025,0
0.27267607579590336,0
0.350708324311522,0
0.2976919129205199,0
0.33355046594992355,0
0.5192327075337165,0
0.3023640172388009,0
0.438081149774218,0
0.393645984771724,0
0.4882183998698316,0
0.7060171483355824,0
0.5272340195628954,0
0.2538791390648809,0
0.0770487630473416,0
0.2826546412687234,0
0.4524764731545211,0
0.1091472262165541,0
0.40358664474340966,0
0.45337071581947885,0
0.32236255056704133,0
0.5511385796245286,0
0.17165037373543568,0
0.13915341777182028,0
0.5246193438837565,0
0.40315852932697055,0
0.5017646902110318,0
0.37340072245780864,0
0.27330629775782983,0
0.5846887959172399,0
0.5704051243682848,0
0.5052855019780826,0
0.28834983712877266,0
0.4500258087856858,0
0.33628507404513175,0
0.15693919068722356,0
0.6782912256079319,0
0.19801985676266998,0
0.7291390418168998,0
0.37890888132814227,0
0.23410748419328545,0
0.42593653263643433,0
0.6297378665601419,0
0.5270261183080475,0
0.5754857746758593,0
0.4855903084606852,0
0.5039280385010657,0
0.6085605254527375,0
0.27525319341,0
0.40019047334451735,0
0.2578557017328077,0
0.8429728682434212,0
0.7179556718710036,0
0.0910886479583567,0
0.5114495536923894,0
0.6888987577582439,0
0.2309413796795458,0
0.4388489437429414,0
0.6759590264900579,0
0.08193007885270592,0
0.5068192626602752,0
0.3024892716394061,0
0.687720415515336,0
0.7773583942819788,0
0.7183147970341829,0
0.39274712190454053,0
0.619709750457969,0
0.6046844386038268,0
0.3143091811391222,0
0.5921720007894039,0
0.08712690440697407,0
0.45308028902114905,0
0.2633444967585712,0
0.18430539086173675,0
0.14121858373614987,0
0.5061813658470896,0
0.32532468671461146,0
0.5225928450199381,0
0.12751434528918287,0
0.3122613797130828,0
0.42474812013443214,0
0.5643685813300443,0
0.31412253600923884,0
0.46825807711232836,0
0.6425379708859611,0
0.46307999064703476,0
0.26516200827953096,0
0.06417297074444167,0
0.6270642192459732,0
0.05772715683520857,0
0.6314074881850134,0
0.419552655081121,0
0.7095957120811386,0
0.5699605845503274,0
0.9419637449820324,0
0.33098009865295047,0
0.5487255600615567,0
0.35705686404029774,0
0.3955181422424801,0
0.4690957160492112,0
0.6304312864988957,0
0.8245717740013506,0
0.5494264506236937,0
0.36495362629890754,0
0.3667359258259965,0
0.530249527366772,0
0.26871337489676594,0
0.17525213639621057,0
0.3330070746139154,0
0.2968798569284171,0
0.3019153522357269,0
0.26555983579312537,0
0.09531926959429649,0
0.05031054588902106,0
0.8432825857917418,0
0.36991462534217245,0
0.34819837999261555,0
0.49691884514500523,0
0.25598804383466955,0
0.7286168005456239,0
0.561384344066249,0
0.15470110481931407,0
0.36486121215456,0
0.6356802517630972,0
0.7191256363906012,0
0.3894106926805983,0
0.4618205352594484,0
0.22127296127991664,0
0.8655067643702206,0
0.26437015320720836,0
0.7156781091103399,0
0.4807165845714202,0
0.45891486020305344,0
0.4115784814687844,0
0.263752615489003,0
0.22809381509648552,0
0.2573998307696755,0
0.23500664460730475,0
0.5568454401009909,0
0.330675442395579,0
0.1179037279655914,0
0.7718308454644816,0
0.640315894381834,0
0.6924206740130661,0
0.8987581230105923,0
0.22622262198570817,0
0.35420424490798447,0
0.5430126617598581,0
0.506030345917455,0
0.2114756007264422,0
0.5822526474310044,0
0.25988342174991763,0
0.2594936059007161,0
0.42350776238943144,0
0.4513946024280592,0
0.444920759490478,0
0.15684165278518516,0
0.6340642680979413,0
0.28458784803943804,0
0.19197743223267272,0
0.6453900516474534,0
0.7398636888757473,0
0.6197857686994829,0
0.5776202426904167,0
0.483695378577631,0
0.4303621119550208,0
0.15216517280712039,0
0.36031670299991997,0
0.34228684492038775,0
0.2811926948901165,0
0.5217988043215529,0
0.4033466287150269,0
0.14577616981176683,0
0.2572086178037418,0
0.49891070298463114,0
0.14028654276724062,0
0.6102629162747796,0
0.4029898234563528,0
0.3958660542222974,0
0.45112555808815963,0
0.5889104650359015,0
0.3294709087644764,0
0.49602237347341827,0
0.43774608032935564,0
0.28541220845046344,0
0.6352025498586411,0
0.5690097306694526,0
0.48541258812365645,0
0.6097321138394577,0
0.6244693826433749,0
0.513046121533363,0
0.5985560026963633,0
0.5068481500175086,0
0.4971904508106534,0
0.4644946802328528,0
0.5395455583830134,0
0.21503836554315803,0
0.6374057699246507,0
0.6286978136466324,0
0.07351036653274906,0
0.5897803234861599,0
0.19143461705029932,0
0.32282391364616203,0
0.5338549075593497,0
0.2166491454820152,0
0.5838397031025553,0
0.594685733226074,0
0.4090208424938134,0
0.0208062969455019,0
0.296767601958142,0
0.4636271903053034,0
0.8119538351635521,0
0.47133740181163286,0
0.2812217578008167,0
0.47248152486653017,0
0.4249917254146909,0
0.5570191127338536,0
0.1720090091382753,0
0.5447805239198324,0
0.42562358261233807,0
0.756176068363478,0
0.3263713269207392,0
0.47175902415853027,0
0.6986533804802011,0
0.16776893785604005,0
0.7066475948468942,0
0.5014770809253042,0
0.13055304526089023,0
0.3044760681350619,0
0.5129365715700992,0
0.12996207407804888,0
0.4459671337671134,0
0.32846720444887767,0
0.4656832744119382,0
0.10089659705690263,0
0.628409512497508,0
0.7846573870554651,0
0.7712134175063879,0
0.5376392084678603,0
0.1924569227591867,0
0.5430282795842769,0
0.06454529374703705,0
0.05952064098843385,0
0.31672146024559594,0
0.39980799566103536,0
0.5508102047799788,0
0.49893094628659096,0
0.3788581748106703,0
0.2891958879042631,0
0.9278236635264222,0
0.36912673498023396,0
0.38155453564651226,0
0.21877180063291646,0
0.5671873429086672,0
0.5047159671420993,0
0.25757855509286043,0
0.14723429686712147,0
0.49738789055855204,0
0.4833052980557657,0
0.2889864124808196,0
0.7303315969067821,0
0.20929930960908566,0
0.37216992012649064,0
0.7171903636983202,0
0.36592723403801863,0
0.47484825195004204,0
0.3548831999344899,0
0.2895314304377056,0
0.8240802489768829,0
0.360756096663266,0
0.6510450708463795,0
0.2633109863271576,0
0.25270379545084076,0
0.07696034591933426,0
0.48178996983256067,0
0.3401606580133768,0
0.6217929653222943,0
0.3922554239794046,0
0.7693548552224885,0
0.23437826403282425,0
0.6256941851111372,0
0.5548651954826539,0
0.5511448552141816,0
0.6048776701133665,0
0.5447780369763061,0
0.4684286873833016,0
0.1934256874271304,0
0.07944547169382116,0
0.6829178503804847,0
0.46348485523773447,0
0.5683891575008586,0
0.3963239632140952,0
0.18143123684616702,0
0.18830453612546033,0
0.5001879717694667,0
0.37116728003334265,0
0.24450697870742194,0
0.4012519363358459,0
0.1260873406384762,0
0.4458671450056494,0
0.28654329680578916,0
0.569102795732538,0
0.3095988157386228,0
0.3834370708681735,0
0.035238570560185756,0
0.13604017578722766,0
0.35231956064397674,0
0.39554907720831556,0
0.45498348846427394,0
0.29934395496094063,0
0.5054459267046881,0
0.618000114061708,0
0.5570228372940448,0
0.09139794658669814,0
0.39582708731159455,0
0.17007724391648057,0
0.27069014961397664,0
0.837429533688853,0
0.20259201072827526,0
0.40482074599195694,0
