p,y
0.2641310664801319,0
0.9218296399948938,0
0.6491811562150559,1
0.9587025056261897,0
0.9554598449491376,0
0.8655235370928945,1
0.5804130388764324,1
0.6280480866896317,1
0.8642929780271846,1
0.5927588828636056,1
0.4997579704504902,0
0.709883158919497,1
0.9287417188553991,0
0.7768485360588973,1
0.7160983871097709,1
0.4329465261633478,0
0.7373184742077102,1
0.986379522291003,0
0.4755945582706033,0
0.6918830894092884,1
0.8821502394343081,1
0.7999305774867482,1
0.7773452464219102,1
0.7801089306348025,1
0.6151125910443865,1
0.5799333765088075,1
0.838274557712932,1
0.8387217255548118,1
0.8749731830066341,1
0.9092261715155434,0
0.6886111086905657,1
0.6840043898259299,1
0.8317739131811218,1
0.7541056663574003,1
0.7798468882160783,1
0.8303231719072972,1
0.891285747199936,1
0.6039746577734146,1
0.623279511275644,1
0.42925747031774547,0
0.7199582474611209,1
0.33437484558256414,0
0.6670737086486536,1
0.7032579885686625,1
0.5759606948446574,1
0.7258684241456024,1
0.31991336212303834,0
0.33781699083003736,0
0.846249620169173,1
0.6154704553242489,1
0.4637734809502979,0
0.6937147430142911,1
0.8157410390221916,1
0.5328054036940125,1
0.7410771548548936,1
0.4187950860213431,0
0.3679848680962947,0
0.6979772850928262,1
0.7023180132061759,1
0.7480487436216041,1
0.7922257728836958,1
0.9689707313338647,0
0.6909330725416585,1
0.5960036541888848,1
0.8299726224424152,1
0.5669268745448027,1
0.6543754875697305,1
0.40985655415829503,0
0.3041141996489498,0
0.9544358235991756,0
0.8545526752347566,1
0.7768205441368824,1
0.6398326215886081,1
0.50267179652482,1
0.4894101786464652,0
0.5546563501117424,1
0.7063374313236358,1
0.7862860179115307,1
0.7590876732118756,1
0.572192829953036,1
0.9464625957946421,0
0.7984117317015588,1
0.7087373151288175,1
0.7357554627040427,1
0.6450232492146236,1
0.55312215441943,1
0.6133083579596768,1
0.8090870301864714,1
0.2586237633317963,0
0.45311660075173243,0
0.3569534073253857,0
0.34568117880890575,0
0.8671436454554909,1
0.7807041344870946,1
0.6711329768404475,1
0.4336948076850463,0
0.6793542238090786,1
0.6708011342204606,1
0.5026014325526846,1
0.6519142454187988,1
0.6346992750749105,1
0.7377196976062315,1
0.74692479969706,1
0.3555220414116825,0
0.6227907875291707,1
0.7424966624219022,1
0.6847643877335614,1
0.8678272248223825,1
0.7583533688407761,1
0.4946286488442416,0
0.3988574420316245,0
0.7504542149415172,1
0.3078929322646656,0
0.7234847737267586,1
0.9324470052120168,0
0.71863972452883,1
0.6295789732818793,1
0.7508738846303473,1
0.6635862179846729,1
0.7046483897950238,1
0.9335853036597062,0
0.6285492961091848,1
0.9529116546874944,0
0.9029510270616092,0
0.5191247468015262,1
0.3970911977753215,0
0.43699945144419117,0
0.2770839379094424,0
0.42979554635487943,0
0.7703306002597414,1
0.3997551774310036,0
0.5938662585292273,1
0.8602231237749709,1
0.29696981240831344,0
0.8413243932593121,1
0.5732928415338743,1
0.4551995683760792,0
0.777204854160138,1
0.7439726927455809,1
0.8822203119786739,1
0.7969226451023232,1
0.8348025110363643,1
0.5733956082779275,1
0.505802021516538,1
0.8051829587331756,1
0.836777758582835,1
0.9869691545327965,0
0.6416236333305134,1
0.6214817412836249,1
0.819309357726995,1
0.6054460661907943,1
0.9239521557666942,0
0.8691096057369494,1
0.6495722810902796,1
0.80532064721932,1
0.8072986076038445,1
0.43958232841291484,0
0.9007733206153072,0
0.6857568223153429,1
0.8486167602282357,1
0.59444408016447,1
0.8954038043027299,0
0.6300921705437292,1
0.23727190841334017,0
0.9029755535236677,0
0.4260717555925032,0
0.5940482097641613,1
0.941731324094785,0
0.9422615228175715,0
0.7176833816551187,1
0.7453606242540597,1
0.6589121299181642,1
0.5797198804886116,1
0.5990479159173638,1
0.7651353660497817,1
0.8061292889344955,1
0.8278958205244571,1
0.826772613851986,1
0.4259754459019323,0
0.6806724712178067,1
0.37842752077625175,0
0.7064788561794564,1
0.6556031132464694,1
0.8895921437731095,1
0.6107023829926057,1
0.4541099208429293,0
0.478128665620634,0
0.8110813240101029,1
0.738847714018243,1
0.4373816991592417,0
0.41722721398721,0
0.7793417675614884,1
0.40200836353331737,0
0.8457974894158218,1
0.7820171608734019,1
0.4136780952646558,0
0.418152988324239,0
0.9819971539910006,0
0.622618516154892,1
0.6207861599581769,1
0.8403242173919321,1
0.9390218466800427,0
0.9811924718562726,0
0.8066700749456548,1
0.6236200354216667,1
0.41645491478765984,0
0.8197197455145521,1
0.710633890460476,1
0.6472648371455991,1
0.9037382111916114,0
0.44815601247803477,0
0.6798287214078501,1
0.2407103149563315,0
0.6685248394156927,1
0.37627008812317575,0
0.4558443678405393,0
0.45456662267628334,0
0.7537401343943535,1
0.8027363745687274,1
0.7223516484900299,1
0.9539366881105731,0
0.6229207598849694,1
0.575490296400444,1
0.8760226500257122,1
0.5379084996900834,1
0.9550401396564596,0
0.24579194412662875,0
0.9622234744280356,0
0.351015333985416,0
0.8921282100951916,1
0.6962682889656354,1
0.9902275313575657,0
0.4034672491897016,0
0.7085033479145747,1
0.9615881386842942,0
0.694114631547465,1
0.744191115675249,1
0.7767070033245462,1
0.661819677280918,1
0.7433094095722151,1
0.7227967228592231,1
0.8996964030624225,0
0.3558151644260495,0
0.5727827442198787,1
0.942071040900687,0
0.8914768123297256,1
0.6623509650011562,1
0.739760634421767,1
0.5707249760093988,1
0.5136572027101708,1
0.66617276804087,1
0.6119600297229689,1
0.7224868924628645,1
0.40888626901144093,0
0.967296478570801,0
0.9814562176688619,0
0.7779231782350104,1
0.7001951089439117,1
0.5887439051035575,1
0.840920364972534,1
0.7711892229042742,1
0.49437690529745976,0
0.9073651036357,0
0.8462109308137933,1
0.9414770749033686,0
0.7920323982916005,1
0.7365610443462504,1
0.644363807056296,1
0.9256863175954686,0
0.874282664069667,1
0.3553459825023228,0
0.30743056119426826,0
0.6237225475737517,1
0.8389835667251814,1
0.9828039309564096,0
0.48444366292213603,0
0.7274244524715342,1
0.6259449074793638,1
0.9622627767958889,0
0.8584524030614684,1
0.856037621713706,1
0.6685402379606712,1
0.6426974435206195,1
0.5684258148980701,1
0.3763952171170296,0
0.8733672737020364,1
0.8403849108762187,1
0.9995938793998551,0
0.9952403077099012,0
0.7092418612051671,1
0.8151851164468755,1
0.9366666245393526,0
0.8633188317426921,1
0.5528875397530523,1
0.6599141087217087,1
0.46573413972466615,0
0.9456508574660101,0
0.7331226899111335,1
0.5411653295139011,1
0.7647321808108518,1
0.7388049031983722,1
0.6144322048843289,1
0.45057664292997157,0
0.7646693488523778,1
0.6928089346450774,1
0.8170290228479726,1
0.692741445949542,1
0.8649787385033845,1
0.7075917562880124,1
0.7118208253633193,1
0.8816413668028783,1
0.6371502566688068,1
0.47018594233376415,0
0.3149073660169214,0
0.8076197783570696,1
0.739845053926019,1
0.7809182525350622,1
0.5309027543500136,1
0.4723056593792495,0
0.25942751205998704,0
0.6105331427111542,1
0.7254366577971493,1
0.631602792490766,1
0.6536568025047419,1
0.9020203082809044,0
0.609325967311335,1
0.6898509955240689,1
0.8233800122525916,1
0.6337306284708838,1
0.740693277495818,1
0.8717665639180123,1
0.9412065320518495,0
0.48162709733819636,0
0.9203381931427341,0
0.6795895138888473,1
0.5594875884192982,1
0.6640059704672646,1
0.973881439005501,0
0.6798254258518395,1
0.5990941674709848,1
0.7461113412523346,1
0.5484357010457112,1
0.4063381099414561,0
0.4654741690292924,0
0.4646967253140485,0
0.48568171367854995,0
0.47448796004931276,0
0.7497088026312527,1
0.5091033195601568,1
0.607982348632947,1
0.8963597485254251,0
0.6710326897524735,1
0.7626935865422487,1
0.5019289092671224,1
0.5166452647554393,1
0.3459948371106008,0
0.49932693514391885,0
0.5714211245390899,1
0.5054802326580491,1
0.422950708828081,0
0.4576260188957423,0
0.6647867087750754,1
0.5264267438231269,1
0.6175520762721878,1
0.6848962005316418,1
0.7740186560085841,1
0.3424527612983703,0
0.8324226580229928,1
0.7434733262176901,1
0.41421173520934357,0
0.8794795850959157,1
0.9154985447124248,0
0.38428351260767424,0
0.5704346133577096,1
0.8364036609811942,1
0.8039201812057695,1
0.5110422675204881,1
0.5284731362614938,1
0.6207001307113728,1
0.6760160075715121,1
0.7388652101743396,1
0.6199109826574136,1
0.6656205204996913,1
0.803498181261711,1
0.33620231043581217,0
0.5559894399733784,1
0.7856466693205584,1
0.8951654431209344,0
0.6887680648593824,1
0.6983322289205923,1
0.4439400262907051,0
0.658418474511814,1
0.6985678629703217,1
0.549880824385461,1
0.5659980826822462,1
0.6241352463778268,1
0.2848487797066989,0
0.595533637780997,1
0.5298867683511488,1
0.5984273442121062,1
0.4567721368070867,0
0.8916717945128092,1
0.7271703424519226,1
0.7683912247433903,1
0.8265171863164539,1
0.6825615488945916,1
0.42075821615059633,0
0.7006675862617475,1
0.7239866654240484,1
0.8024134154220911,1
0.650858220762155,1
0.46426114696021353,0
0.5743891776633486,1
0.6169469944841728,1
0.7521449900758039,1
0.7164349143301479,1
0.6133720872536681,1
0.9818401107417043,0
0.7329331223289773,1
0.5466101042263336,1
0.43811075615843476,0
0.4864743498779931,0
0.5520338790437664,1
0.49283504651641774,0
0.5125322992453691,1
0.575139862362953,1
0.5027321135845407,1
0.8963423413325445,0
0.41221730281031044,0
0.6947760259130774,1
0.640538837601614,1
0.9767111669123913,0
0.44902322833030933,0
0.6343789573841535,1
0.9617729658822964,0
0.8739023105788652,1
0.8428918175148873,1
0.559283042801209,1
0.5008319964920285,1
0.7632270747761731,1
0.9227468641857077,0
0.709865190998202,1
0.7168265217889859,1
0.5722187566766084,1
0.8154643194022828,1
0.5128779879511414,1
0.5963904427277565,1
0.6478527118301584,1
0.6868622899212984,1
0.5498431495659222,1
0.45187354595316853,0
0.7352324734249879,1
0.5771429591575561,1
0.721349191386824,1
0.4877136737497424,0
0.6744215793104671,1
0.6985548442473707,1
0.3682476884638866,0
0.6032440047075218,1
0.4705471080078116,0
0.3879644690234515,0
0.9862575180089144,0
0.5956808588780881,1
0.8385796076029696,1
0.5573219921609994,1
0.7695827519891942,1
0.8103819711424518,1
0.7281366189075263,1
0.6699047430976597,1
0.6412444129027641,1
0.609643492911427,1
0.9228801015476784,0
0.8511946965215451,1
0.9569547251771944,0
0.4611570504206352,0
0.7947174541408554,1
0.9307190248456924,0
0.508625543362595,1
0.3928029483398578,0
0.8001171627523468,1
0.7181695228929603,1
0.8582667340979664,1
0.47532081445776686,0
0.8300194859231498,1
0.5231961330336524,1
0.49519954933524546,0
0.4956807999667715,0
0.8413881807018939,1
0.7615349806913212,1
0.6940994618632251,1
0.6147743392060964,1
0.8820281026893172,1
0.6317024874189355,1
0.8426066317927023,1
0.6544539658448406,1
0.6239644665455091,1
0.665689379836424,1
0.5842661485216422,1
0.803572217438287,1
0.6845693065525235,1
0.5434437735297474,1
0.8984808982936622,0
0.6274457302143249,1
0.7036828454151064,1
0.9038307444428575,0
0.741721061050629,1
0.4539415524160393,0
0.9320815333075356,0
0.7433812213324665,1
0.6023499106797678,1
0.47488046432479364,0
0.8293026585541958,1
0.7397320871705864,1
0.6989625419865194,1
0.8941782684308623,1
0.8261894040851689,1
0.4854924203703771,0
0.5899400526196815,1
0.5535861162298055,1
0.8016180013452884,1
0.32820983667741804,0
0.7160179216329893,1
0.8115990662536539,1
0.8817205299407365,1
0.6061140676768974,1
0.8454300126286703,1
0.4475702500968433,0
0.8612418540332804,1
0.464175271859436,0
0.6340983857121236,1
0.8311934792222607,1
0.4840256231948438,0
0.5415552076917046,1
0.7902334575527451,1
0.7890874152767322,1
0.7498404515328028,1
0.7758015187310652,1
0.7032953214258232,1
0.5556025262974731,1
0.6079972758030635,1
0.5088949456195351,1
0.9053923981333806,0
0.7223624873646336,1
0.635855862834704,1
0.6653694300165032,1
0.9390550576922748,0
0.48688099994380796,0
0.7236987177426107,1
0.6860551734868042,1
0.7356288102513887,1
0.276594275074614,0
0.878464162549988,1
0.9251476728577949,0
0.7137870298079775,1
0.7771613488302034,1
0.9168633489175174,0
0.7825243429160158,1
0.4862094500010283,0
0.7190222230769147,1
0.7333789671501341,1
0.6472206043812623,1
0.7976455689153521,1
0.9271408675290275,0
0.9194657862478287,0
0.6600549873434506,1
0.4502510409289346,0
0.979742297700553,0
0.8563989225154661,1
0.4615054301625948,0
0.9154730403807899,0
0.8769181391031798,1
0.6921210691152051,1
0.7260769882174687,1
0.634944886004666,1
0.3735683125045265,0
0.6025035473007457,1
0.8344344130378817,1
0.17840713084656246,0
0.6016081484502651,1
0.6345334757441056,1
0.7008027859391943,1
0.9146506796951762,0
0.6083350912586929,1
0.6086504302572516,1
0.7982029082935631,1
0.6607125420707234,1
0.5385630205467815,1
0.6608181899897887,1
0.47627175904839114,0
0.5050117180982653,1
0.6825266056693591,1
0.644695498552798,1
0.9105283705596614,0
0.6165958978574193,1
0.7210435238222423,1
0.7455656028315452,1
0.2514051375518256,0
0.7607215192857413,1
0.5062484975223771,1
0.9527865927736195,0
0.48297128282642493,0
0.6426022263635559,1
0.4187978548081786,0
0.9955708458672778,0
0.6843228333368415,1
0.728016773111708,1
0.39368279364922454,0
0.8048317161875982,1
0.528848661183783,1
0.8973207311472803,0
0.5256114043103877,1
0.5155021191254816,1
0.3358751931086739,0
0.6701368714603141,1
0.7136501112202517,1
0.3915989723134844,0
0.8188149888997278,1
0.6612230473533992,1
0.6947193563940963,1
0.6552349887509332,1
0.6358123547634513,1
0.7112128898005818,1
0.4884332269443853,0
0.5091387546819072,1
0.8713759216679215,1
0.9379428830085956,0
0.6221336369988547,1
0.5668757594539571,1
0.7512175979561211,1
0.6397255523249078,1
0.3042322702422794,0
0.4891784400653085,0
0.7869930647301088,1
0.758465782037186,1
0.30974479871548255,0
0.5368515712730322,1
0.5427197396251969,1
0.7648268478892419,1
0.28338316471664904,0
0.44065369522238895,0
0.8327172848933835,1
0.506628539773834,1
0.7554566805487056,1
0.5472094342907794,1
0.4355079728591864,0
0.5503154469576764,1
0.7902408953881295,1
0.8673001348010538,1
0.8509461305726358,1
0.6340471453535789,1
0.7629527341616524,1
0.5255051186124763,1
0.5796845482946565,1
0.8960172656413585,0
0.2508680547608765,0
0.41899736802940296,0
0.5274825525247592,1
0.30795968932967027,0
0.5087750954644112,1
0.722197657499641,1
0.645908913288957,1
0.893265455907232,1
0.8431161790486972,1
0.6059759779155827,1
0.5601925394852675,1
0.6253442647352825,1
0.7256145495864923,1
0.5653067325661645,1
0.7416784774545455,1
0.6400570606056035,1
0.7076574443622284,1
0.653008731764895,1
0.5804224721560273,1
0.940176684562961,0
0.8122265160611816,1
0.4756201514189007,0
0.8759323111438804,1
0.677385491932045,1
0.8946731531702004,1
0.8326818287634165,1
0.6477448289289518,1
0.29406816928260054,0
0.5656666293549706,1
0.7027853440187909,1
0.7461485018329962,1
0.5592739717670219,1
0.47495447565880067,0
0.8538916125993116,1
0.9791972134538718,0
0.6953275361024444,1
0.501439056063213,1
0.5677865033474445,1
0.2778197382568238,0
0.9100835873691623,0
0.4547897548857799,0
0.7191294028832146,1
0.5688019720561706,1
0.7086548957031985,1
0.7548126045558855,1
0.8506490228423802,1
0.5264864134254914,1
0.2383405111496229,0
0.4727648127480492,0
0.8988210407245345,0
0.8796975880303209,1
0.7289750207054492,1
0.730442808713573,1
0.7614562556977756,1
0.5042461853225639,1
0.9101754834601978,0
0.6446202097895029,1
0.6270696100540989,1
0.6921583506832032,1
0.35889871048899014,0
0.4972645478875139,0
0.7984839031334664,1
0.41555502293285335,0
0.7316903208326784,1
0.5516593506174696,1
0.6301388713854642,1
0.5771786455653006,1
0.6131542159355752,1
0.7885760475234342,1
0.5819045431443626,1
0.7143831883455112,1
0.6720195911645398,1
0.7607870515634156,1
0.9293499431505379,0
0.795610295754054,1
0.532220518347367,1
0.32183918663574484,0
0.5618838578019824,1
0.7278717346810821,1
0.36750915029144865,0
0.6815866823919455,1
0.7287055160929826,1
0.6020010834787207,1
0.8162494042178177,1
0.443329785307014,0
0.40533718956750225,0
0.7933181990297298,1
0.6811756852338251,1
0.7730216216163257,1
0.6523838418909048,1
0.5523069655515104,1
0.8441201906060013,1
0.8324258493160327,1
0.776177570330927,1
0.5676921040991799,1
0.7255842395085104,1
0.6158708536869854,1
0.4264243005571746,0
0.9125476437077437,0
0.47270504863126517,0
0.9419017058985345,0
0.6577459769999656,1
0.5114889957906478,1
0.7029101120590756,1
0.8790373181657583,1
0.7954282807454802,1
0.836616127040212,1
0.7583971658554132,1
0.7749619884207921,1
0.8630241121636717,1
0.5543059828030285,1
0.6783237445877135,1
0.5363535049689171,1
0.9833029031444065,0
0.936002512550783,0
0.34271756704080353,0
0.7816779175358912,1
0.9191925448651589,0
0.5081387419321433,1
0.7151057095595456,1
0.9110519662239566,0
0.3292930498391042,0
0.7775491812367669,1
0.582031074135988,1
0.9184673652541566,0
0.9635320471286434,0
0.9361969940241521,0
0.6711520644487722,1
0.8715495286292604,1
0.8600131024163065,1
0.5939334724163399,1
0.8501362535798903,1
0.3369930332050836,0
0.7284347798128418,1
0.5420396051380098,1
0.4575587619873629,0
0.407827953671405,0
0.7769789615595432,1
0.6049601231292385,1
0.7915373018703279,1
0.3910568088701333,0
0.5918766912033014,1
0.7017829967011872,1
0.8274050778806286,1
0.5937460996700274,1
0.7425117132091373,1
0.8883303985428215,1
0.737725929959558,1
0.5439178289308668,1
0.30091247864761056,0
0.8770582545182337,1
0.2895642306677716,0
0.8802666726291565,1
0.6968464845314538,1
0.9313819556945359,0
0.8320576541895518,1
0.9970563624660089,0
0.6105973707056014,1
0.8141932533782279,1
0.6363871826832503,1
0.6738251887936584,1
0.743284216293639,1
0.8795485005068882,1
0.9788027973104186,0
0.8147911478721555,1
0.6441322299177514,1
0.6458761422158109,1
0.7982456774488569,1
0.5475813633389717,1
0.4474066630637233,0
0.6126139559958973,1
0.5763560020689443,1
0.5814512348664185,1
0.5443286445404356,1
0.3487055396551262,0
0.2755496347408577,0
0.9833722859220833,0
0.648982585600094,1
0.6276631949525706,1
0.7686615227628629,1
0.5344138173292295,1
0.9416334963351404,0
0.8249066059197374,1
0.4238130772075091,0
0.6440417645460295,1
0.8833895535991978,1
0.9366348750820375,0
0.6679284436891436,1
0.7365592338786416,1
0.4978504996597801,0
0.9878405809491115,0
0.5430998008247904,1
0.9347613947979312,0
0.7539517534456094,1
0.7338636567312417,1
0.6892416741086661,1
0.5424615539770503,1
0.5051177974312213,1
0.5358802851940816,1
0.5124388336266572,1
0.8210863330881024,1
0.6102940999049706,1
0.37891025144292834,0
0.9613683671731095,0
0.8867392176122203,1
0.9213403554227908,0
0.992857068873608,0
0.5031285706970499,1
0.6335819998970501,1
0.809300040668628,1
0.7768439141785436,1
0.4873297800933437,0
0.8421448528739229,1
0.5384565899853331,1
0.5380525130457519,1
0.7006057916985029,1
0.7268623512238517,1
0.7208073743022464,1
0.42631073283692617,0
0.882212413558191,1
0.563857612002563,1
0.4660640071568035,0
0.8903587378856904,1
0.9472502563721956,0
0.8716069462319251,1
0.8383665927290658,1
0.7566708218159547,1
0.707100570971044,1
0.4208405924824358,0
0.6395880240614177,1
0.6218203215133823,1
0.560389744452172,1
0.7908384563280847,1
0.6813562749506892,1
0.4132832201295756,0
0.5356817507523637,1
0.7704559914579717,1
0.4067053307484103,0
0.8643390202421243,1
0.6810136994293557,1
0.6741605387348623,1
0.726611221568913,1
0.8475238829705901,1
0.60909459171817,1
0.7678528657221212,1
0.71406776939959,1
0.5646985796498547,1
0.8830420824209231,1
0.8312692676312746,1
0.7582353688967304,1
0.8639295328147337,1
0.8751253964014988,1
0.7830972835645582,1
0.8552048904916958,1
0.7775749957512552,1
0.7689063980444983,1
0.7390351943434267,1
0.8063135360555665,1
0.49116729962273675,0
0.8846411181286533,1
0.8782689789057657,1
0.3162853417600666,0
0.848222091170272,1
0.465465002248893,0
0.6024622564605221,1
0.8013849656773855,1
0.4928978368177015,0
0.843432629762004,1
0.8521392034721695,1
0.6867954276511944,1
0.19977979809037938,0
0.5762422544350534,1
0.7382325065015206,1
0.975265995720563,0
0.7453492577631123,1
0.5604194595313552,1
0.7464019077206909,1
0.7020141001098814,1
0.8212329500550113,1
0.44373675035967225,0
0.8108179864804679,1
0.7026133787999089,1
0.954797201444856,0
0.6060046101315221,1
0.7457372752605911,1
0.9250682090416151,0
0.43891034226044034,0
0.9297102615464734,0
0.7727633693921493,1
0.3948272551046142,0
0.5840369756964809,1
0.7829999631754299,1
0.39409642829747693,0
0.7217877581234647,1
0.6080945224182122,1
0.7401341971423787,1
0.35642152666880733,0
0.878055653021678,1
0.9662651346645807,0
0.9611216311744823,0
0.8046661396930045,1
0.46659279399896997,0
0.8093134651386253,1
0.3015479044272081,0
0.2927914106328919,0
0.5963535247377765,1
0.6779559053262876,1
0.815969971761363,1
0.7704742124876235,1
0.6576966818042039,1
0.5685533099156133,1
0.995920127575586,0
0.6482130584426417,1
0.660316259984854,1
0.49517416850583496,0
0.8297551175176637,1
0.7756677486318908,1
0.536065828959502,1
0.41501696792270404,0
0.7690843699374965,1
0.7563151192269056,1
0.5683401212546334,1
0.9425114817095794,0
0.48497878987718335,0
0.6511836629796806,1
0.9355869581377836,0
0.6450850573462695,1
0.7485765603496176,1
0.6342500195038494,1
0.5688947469867829,1
0.9786720794740625,0
0.6400190749270106,1
0.8943331534865627,1
0.542004954024275,1
0.5309967118744194,1
0.3217020180352108,0
0.7549322881640516,1
0.6197146772743142,1
0.8731194358476957,1
0.6706773381157475,1
0.9603727698951308,0
0.5117751116193223,1
0.8760392127284311,1
0.8194121329293328,1
0.8162547433009542,1
0.8601637667283252,1
0.8108158534392863,1
0.7426690947905904,1
0.46766019645374746,0
0.3255275703620091,0
0.9154780253212932,0
0.7381007569383292,1
0.8307541202714114,1
0.6746018216906099,1
0.4543499251919467,0
0.4620028403791805,0
0.7716050203629365,1
0.6502054291650393,1
0.5224325952401299,1
0.6793441948491054,1
0.3892751067551146,0
0.7216941035029159,1
0.565851794851703,1
0.8313464810293468,1
0.589199153715906,1
0.6621430873044707,1
0.24243687296231392,0
0.4015589752870125,0
0.6317265078699621,1
0.6738550092448464,1
0.7302079911997995,1
0.5788510900073391,1
0.7763211266784329,1
0.8702556274480484,1
0.8212360940018874,1
0.3431595787491213,0
0.6741229818118115,1
0.44154192982218654,0
0.5496169332676606,1
0.9820262434634335,0
0.4776987911913903,0
0.6827709142042778,1
0.738818006964499,1
0.7800992443778548,1
0.7112168024018444,1
0.2296959865540169,0
