sensitive-attribute,Y,scores,D,dis
8,0,0.025978923578860974,0,2.0
1,0,0.5253221793321498,1,2.0
0,0,0.6605757481753786,1,2.0
5,0,0.18840545512163623,0,2.0
0,0,0.7400731703692878,1,2.0
1,0,0.252468743218145,0,2.0
0,0,0.5171798114065709,1,2.0
1,0,0.05633254424262783,0,2.0
0,0,0.5193197669481553,1,2.0
1,0,0.3726482327765117,0,2.0
0,0,0.7426097777312517,1,2.0
0,1,0.7784650367887634,1,2.0
5,0,0.08070260147725943,0,2.0
0,1,0.4250019301730687,0,2.0
2,0,0.329875800428141,0,2.0
1,0,0.5242836226050464,1,2.0
0,0,0.7097307583090445,1,2.0
0,0,0.5859762984799072,1,2.0
1,0,0.5843735250770957,1,2.0
0,0,0.597683543159356,1,2.0
0,0,0.5175793209489281,1,2.0
0,1,0.5898502826324249,1,2.0
0,1,0.6857091424290891,1,2.0
1,0,0.45701200783789403,0,2.0
0,0,0.7296356295245513,1,2.0
8,0,0.03441823814436232,0,2.0
0,0,0.6683376705188567,1,2.0
8,0,0.008473291560221216,0,2.0
0,0,0.7313112570988916,1,2.0
0,0,0.5636301501035267,1,2.0
1,0,0.43826065343354437,0,2.0
0,0,0.7136162692611628,1,2.0
0,0,0.5716004777669267,1,2.0
0,0,0.6532566147094998,1,2.0
8,0,0.017641151210801,0,2.0
0,0,0.7137460342405655,1,2.0
0,0,0.558486039673385,1,2.0
0,1,0.4058612226004809,0,2.0
0,1,0.778136309078752,1,2.0
0,1,0.7348130460958329,1,2.0
0,1,0.6926785217080392,1,2.0
0,0,0.5816621581522526,1,2.0
1,1,0.5237001626119583,1,2.0
1,0,0.33553581989342146,0,2.0
0,1,0.7284366261690102,1,2.0
0,1,0.597836234878043,1,2.0
1,0,0.45350543559832185,0,2.0
0,1,0.778136309078752,1,2.0
0,0,0.5981017793043346,1,2.0
0,1,0.7642569592335494,1,2.0
0,1,0.5613634149937456,1,2.0
0,0,0.6601484580672837,1,2.0
1,0,0.5460833143843219,1,2.0
1,1,0.23879611065489098,0,2.0
0,0,0.5819711778757322,1,2.0
5,0,0.08619059739748351,0,2.0
0,0,0.5859762984799072,1,2.0
1,0,0.45004125371717535,0,2.0
0,0,0.7285622301198098,1,2.0
0,0,0.658476909119656,1,2.0
1,0,0.43028215505407363,0,2.0
0,0,0.5310686603743593,1,2.0
1,0,0.5803858662982675,1,2.0
8,1,0.04106387304932078,0,2.0
1,1,0.6648803264314571,1,2.0
0,0,0.510891158877159,1,2.0
0,0,0.761208372011802,1,2.0
0,1,0.7050331309861037,1,2.0
0,1,0.7284366261690102,1,2.0
5,0,0.18840545512163623,0,2.0
0,0,0.5933730084610028,1,2.0
0,0,0.2695972448545455,0,2.0
1,1,0.43028215505407363,0,2.0
1,0,0.43826065343354437,0,2.0
0,1,0.5620025339796019,1,2.0
0,0,0.27152119043208833,0,2.0
5,1,0.086140593399506,0,2.0
0,1,0.6926785217080392,1,2.0
0,0,0.5720669295839725,1,2.0
0,0,0.5720669295839725,1,2.0
1,0,0.41467855741352055,0,2.0
0,1,0.5858222234381952,1,2.0
0,0,0.5996985637511607,1,2.0
0,1,0.661100041600599,1,2.0
0,0,0.7709392154255806,1,2.0
0,0,0.5190027116223125,1,2.0
1,1,0.44385323740660343,0,2.0
1,0,0.49198624228133936,0,2.0
5,0,0.08862906730934612,0,2.0
0,0,0.7248821617714297,1,2.0
4,0,0.19673354725018535,0,2.0
0,0,0.531775719220801,1,2.0
0,0,0.6532566147094998,1,2.0
0,0,0.765495993973812,1,2.0
1,0,0.6717972933778071,1,2.0
0,0,0.6528249532373687,1,2.0
1,0,0.41443720581147975,0,2.0
0,0,0.7784650367887634,1,2.0
1,0,0.1430136519291232,0,2.0
1,0,0.42233970098037676,0,2.0
1,0,0.5406098264542036,1,2.0
1,0,0.02426497622223792,0,2.0
8,1,0.014114634342905902,0,2.0
0,0,0.7219648981155633,1,2.0
0,0,0.5938325991347955,1,2.0
7,0,0.008926536096558656,0,2.0
0,0,0.630427697087474,1,2.0
0,0,0.6676780569517514,1,2.0
1,0,0.38685281939145044,0,2.0
0,0,0.478028877787373,0,2.0
0,0,0.660815424591876,1,2.0
8,0,0.017641151210801,0,2.0
0,0,0.6251266937360228,1,2.0
0,0,0.5716004777669267,1,2.0
0,0,0.6422877831556223,1,2.0
1,0,0.3372526593790124,0,2.0
0,0,0.5859762984799072,1,2.0
0,1,0.6605757481753786,1,2.0
8,1,0.02471410759760757,0,2.0
0,0,0.571911459835442,1,2.0
0,0,0.4483114174294483,0,2.0
0,0,0.5898502826324249,1,2.0
0,0,0.39108842919912973,0,2.0
0,0,0.7316854407891332,1,2.0
0,0,0.5640986621638188,1,2.0
5,0,0.15378390303861436,0,2.0
0,0,0.7133566336798183,1,2.0
1,0,0.5239668401874298,1,2.0
7,0,0.014604004013678217,0,2.0
0,0,0.6431868552027866,1,2.0
0,0,0.6455675008420945,1,2.0
0,1,0.7891468358156467,1,2.0
1,1,0.5233833448699022,1,2.0
0,1,0.7784650367887634,1,2.0
0,1,0.4700816953848327,0,2.0
8,0,0.010140018913601471,0,2.0
0,0,0.661100041600599,1,2.0
0,0,0.6604333471519207,1,2.0
0,0,0.6892571986613086,1,2.0
0,0,0.7316854407891332,1,2.0
0,0,0.7839075147844581,1,2.0
0,1,0.7724790518509027,1,2.0
1,0,0.367315080477752,0,2.0
0,0,0.5194782887922562,1,2.0
0,0,0.6684784207091161,1,2.0
8,1,0.027211077263063144,0,2.0
1,0,0.4829779861851131,0,2.0
1,1,0.48032402349009135,0,2.0
0,0,0.6680560798688143,1,2.0
8,1,0.023943294938028794,0,2.0
0,1,0.6382549451448732,1,2.0
0,1,0.6024270861077794,1,2.0
0,0,0.771163425301755,1,2.0
0,1,0.5560971539453169,1,2.0
1,1,0.5926990680567155,1,2.0
0,0,0.6178754237487406,1,2.0
1,0,0.5961164655958282,1,2.0
0,0,0.7712754723475304,1,2.0
0,0,0.73156074956675,1,2.0
1,0,0.46775759305745157,0,2.0
0,0,0.7083093534022487,1,2.0
1,0,0.5629455041998248,1,2.0
8,1,0.01836981235430888,0,2.0
0,0,0.26829295404727227,0,2.0
0,0,0.7728137144489742,1,2.0
8,0,0.02498080647533115,0,2.0
1,0,0.5406098264542036,1,2.0
0,0,0.571911459835442,1,2.0
0,1,0.5819711778757322,1,2.0
0,0,0.7285622301198098,1,2.0
0,1,0.4505572603443471,0,2.0
0,0,0.7724790518509027,1,2.0
0,0,0.6369957353555863,1,2.0
5,1,0.06820379581383669,0,2.0
1,0,0.589928274354183,1,2.0
1,0,0.12666687115123987,0,2.0
0,0,0.771163425301755,1,2.0
1,0,0.5218435978777183,1,2.0
0,0,0.16071654698182228,0,2.0
1,0,0.32019711431612974,0,2.0
0,0,0.5859762984799072,1,2.0
0,1,0.7667207873725662,1,2.0
0,0,0.3604361855531806,0,2.0
0,1,0.2552140362841988,0,2.0
1,1,0.6630719179198409,1,2.0
1,0,0.31483567439767707,0,2.0
0,0,0.8028381770197872,1,2.0
0,0,0.7839075147844581,1,2.0
0,0,0.7153991977521463,1,2.0
0,0,0.734565479620966,1,2.0
0,0,0.48862472196822226,0,2.0
1,0,0.27318510917916733,0,2.0
1,0,0.3839334465547139,0,2.0
8,0,0.010140018913601471,0,2.0
0,1,0.6359404731349163,1,2.0
0,1,0.6605757481753786,1,2.0
5,0,0.08427408938556481,0,2.0
1,0,0.34319220240225673,0,2.0
1,1,0.46454564644714896,0,2.0
4,0,0.14139849258763426,0,2.0
0,0,0.6528249532373687,1,2.0
1,0,0.076808659888359,0,2.0
0,0,0.6532566147094998,1,2.0
0,0,0.653112755523676,1,2.0
1,0,0.04318733769466478,0,2.0
1,0,0.16320042896169062,0,2.0
1,1,0.618055461326998,1,2.0
0,1,0.5858222234381952,1,2.0
0,0,0.5640986621638188,1,2.0
0,0,0.5639425041495719,1,2.0
5,0,0.06820379581383669,0,2.0
0,0,0.771163425301755,1,2.0
1,0,0.33553581989342146,0,2.0
0,0,0.6601484580672837,1,2.0
0,1,0.5292824207794253,1,2.0
1,0,0.5264169842865744,1,2.0
0,0,0.5640986621638188,1,2.0
1,1,0.43028215505407363,0,2.0
0,0,0.6844651323286768,1,2.0
0,0,0.6207742177711512,1,2.0
0,0,0.6684784207091161,1,2.0
1,0,0.43879106984478244,0,2.0
0,0,0.5200160061478474,1,2.0
0,1,0.5898502826324249,1,2.0
0,1,0.7186153693253039,1,2.0
0,0,0.7133566336798183,1,2.0
0,0,0.5356380553069457,1,2.0
0,0,0.6363814348354127,1,2.0
0,1,0.7151405333426235,1,2.0
0,0,0.653112755523676,1,2.0
1,0,0.5803858662982675,1,2.0
0,0,0.6438625801530838,1,2.0
2,0,0.35564733669188275,0,2.0
0,0,0.5895429794545457,1,2.0
1,0,0.4170835562206542,0,2.0
0,0,0.37501167175070044,0,2.0
0,1,0.5819711778757322,1,2.0
0,0,0.49300880900557004,0,2.0
1,0,0.12666687115123987,0,2.0
5,0,0.08489012723732749,0,2.0
0,1,0.6308714602684747,1,2.0
0,0,0.6684784207091161,1,2.0
1,1,0.5843735250770957,1,2.0
0,0,0.7840150695173611,1,2.0
0,0,0.7728137144489742,1,2.0
0,0,0.5112085254429276,1,2.0
0,0,0.2651292550695487,0,2.0
1,0,0.4807957451753332,0,2.0
0,0,0.5112085254429276,1,2.0
0,0,0.5129024152056126,1,2.0
5,0,0.15668124979063225,0,2.0
1,0,0.48353151219235396,0,2.0
0,0,0.6157787126545609,1,2.0
0,1,0.6084659782264106,1,2.0
0,0,0.6391422781840037,1,2.0
5,0,0.1622046404417426,0,2.0
0,0,0.26829295404727227,0,2.0
1,0,0.486404210294922,0,2.0
1,0,0.5666377340354392,1,2.0
1,0,0.5020846330272358,1,2.0
0,1,0.7186153693253039,1,2.0
0,0,0.7006396798090898,1,2.0
1,0,0.50444767523631,1,2.0
0,1,0.5179718654500408,1,2.0
1,1,0.34373899825830945,0,2.0
0,1,0.6382549451448732,1,2.0
1,0,0.5174801594917299,1,2.0
0,0,0.5352573522884791,1,2.0
0,0,0.6363814348354127,1,2.0
0,0,0.609709666075138,1,2.0
0,0,0.5737394286317641,1,2.0
0,0,0.6490522818350947,1,2.0
0,1,0.7642569592335494,1,2.0
8,0,0.030854246228770657,0,2.0
1,0,0.5317939668424636,1,2.0
0,0,0.5903456572695549,1,2.0
0,1,0.6382690285590238,1,2.0
1,0,0.4377916881297053,0,2.0
0,0,0.34257391109745117,0,2.0
0,0,0.555626816577933,1,2.0
0,0,0.584154052953882,1,2.0
1,0,0.3839334465547139,0,2.0
1,0,0.6034546117706323,1,2.0
1,0,0.29390495607425937,0,2.0
0,0,0.4323063359529694,0,2.0
0,1,0.5193197669481553,1,2.0
1,0,0.5456110364553151,1,2.0
5,0,0.12012412131690348,0,2.0
5,0,0.13021907535078536,0,2.0
0,0,0.6892571986613086,1,2.0
8,0,0.011205117025427674,0,2.0
0,0,0.7285622301198098,1,2.0
1,0,0.5299406335390637,1,2.0
0,1,0.8025364418433312,1,2.0
1,0,0.5095123305029834,1,2.0
0,0,0.5895429794545457,1,2.0
0,0,0.510891158877159,1,2.0
1,0,0.4513401118391872,0,2.0
0,0,0.5276412029435071,1,2.0
0,1,0.5819711778757322,1,2.0
0,1,0.4357571639662034,0,2.0
0,1,0.778136309078752,1,2.0
0,0,0.6605757481753786,1,2.0
0,1,0.6288337308453282,1,2.0
0,1,0.5720669295839725,1,2.0
0,0,0.5898502826324249,1,2.0
0,1,0.6382690285590238,1,2.0
1,0,0.1742090935654766,0,2.0
0,0,0.5190027116223125,1,2.0
4,0,0.22555718665820976,0,2.0
0,0,0.7228000667888514,1,2.0
0,0,0.6678742051476974,1,2.0
1,0,0.43994413244950825,0,2.0
0,1,0.6457190035188314,1,2.0
1,0,0.37917847313035213,0,2.0
5,1,0.07953444327071187,0,2.0
0,0,0.6601484580672837,1,2.0
0,0,0.5493704299920265,1,2.0
5,0,0.18869693927149436,0,2.0
0,0,0.778136309078752,1,2.0
5,0,0.10771141920533134,0,2.0
0,0,0.3145978048041952,0,2.0
5,0,0.1090581574025017,0,2.0
0,0,0.571911459835442,1,2.0
0,1,0.7220923533941577,1,2.0
0,0,0.7088720733071705,1,2.0
1,0,0.29476473808515424,0,2.0
0,0,0.5194782887922562,1,2.0
0,0,0.6604333471519207,1,2.0
1,1,0.5237001626119583,1,2.0
0,0,0.5636301501035267,1,2.0
0,0,0.5639425041495719,1,2.0
0,1,0.7669478781317844,1,2.0
1,0,0.43994413244950825,0,2.0
1,0,0.5218435978777183,1,2.0
0,0,0.660815424591876,1,2.0
0,0,0.5190027116223125,1,2.0
0,1,0.6457190035188314,1,2.0
1,0,0.46460760884294056,0,2.0
8,1,0.023943294938028794,0,2.0
0,0,0.7879888317004708,1,2.0
1,0,0.66392790295113,1,2.0
0,0,0.7923544758533418,1,2.0
1,0,0.3802713677418952,0,2.0
0,0,0.73156074956675,1,2.0
0,1,0.7727021988795172,1,2.0
0,0,0.675815377345254,1,2.0
1,1,0.42640320146466193,0,2.0
0,1,0.7136162692611628,1,2.0
0,1,0.5819711778757322,1,2.0
0,0,0.6683376705188567,1,2.0
0,0,0.5895429794545457,1,2.0
0,0,0.6437169491638165,1,2.0
0,1,0.6457190035188314,1,2.0
0,1,0.2571927672772539,0,2.0
1,0,0.4836673719217764,0,2.0
0,1,0.5639425041495719,1,2.0
0,0,0.5821256636251582,1,2.0
0,0,0.6601484580672837,1,2.0
1,0,0.5925457552118374,1,2.0
0,0,0.5720669295839725,1,2.0
0,0,0.5639425041495719,1,2.0
0,0,0.661100041600599,1,2.0
0,0,0.5636301501035267,1,2.0
7,0,0.008926536096558656,0,2.0
1,0,0.5117651105820098,1,2.0
0,0,0.6605757481753786,1,2.0
0,0,0.73156074956675,1,2.0
0,0,0.7893580931326812,1,2.0
7,0,0.023095220878752196,0,2.0
0,1,0.742929908093346,1,2.0
0,0,0.7783554996170406,1,2.0
0,0,0.07308049746788256,0,2.0
1,0,0.34083446966532205,0,2.0
5,1,0.06605098019725203,0,2.0
0,1,0.765495993973812,1,2.0
0,0,0.6434256074527316,1,2.0
1,0,0.3590315864650656,0,2.0
0,0,0.7724790518509027,1,2.0
0,1,0.4505572603443471,0,2.0
0,0,0.6261049899930651,1,2.0
0,0,0.6601484580672837,1,2.0
8,0,0.03140620926669708,0,2.0
0,1,0.7070649979287785,1,2.0
0,0,0.7136162692611628,1,2.0
0,0,0.5737394286317641,1,2.0
0,0,0.5621588473399957,1,2.0
0,0,0.34298718748923773,0,2.0
0,0,0.7052971911957956,1,2.0
0,0,0.7839075147844581,1,2.0
0,1,0.5716004777669267,1,2.0
1,0,0.4956745957091656,0,2.0
1,1,0.5244420065022117,1,2.0
0,0,0.597836234878043,1,2.0
5,0,0.15668124979063225,0,2.0
0,0,0.5145943337447624,1,2.0
0,0,0.510891158877159,1,2.0
0,1,0.3905000252524808,0,2.0
1,0,0.5922390754849587,1,2.0
0,0,0.7155284769039953,1,2.0
0,1,0.5816621581522526,1,2.0
8,1,0.02642163328456442,0,2.0
1,1,0.3864010244530611,0,2.0
6,0,0.05327813271511984,0,2.0
0,1,0.49497259909087904,0,2.0
7,0,0.027429514742541183,0,2.0
0,0,0.7151405333426235,1,2.0
1,1,0.3806403434707644,0,2.0
1,0,0.5155938905175695,1,2.0
1,0,0.37965977522440864,0,2.0
0,0,0.3578640213161606,0,2.0
0,0,0.5720669295839725,1,2.0
