sensitive-attribute,Y,scores,D,dis
0,0,0.3617412231330498,0,1.0
0,0,0.009914085859203435,0,1.0
1,0,0.042265455470686344,0,1.0
0,1,0.06960177850603863,0,1.0
0,0,0.009659982431544572,0,1.0
0,0,0.031934060000163904,0,1.0
1,0,0.06071609016591129,0,1.0
0,0,0.022207098084018096,0,1.0
0,0,0.018809960027871192,0,1.0
0,0,0.027603373091797626,0,1.0
0,0,0.016253929080790055,0,1.0
1,0,0.07742872684985735,0,1.0
0,0,0.019026987548207315,0,1.0
0,1,0.06960177850603863,0,1.0
0,0,0.13036943649732446,0,1.0
0,0,0.10405823273239152,0,1.0
5,0,0.03215502392059515,0,1.0
1,1,0.09394764400188915,0,1.0
0,0,0.283029348385326,0,1.0
1,0,0.08339256311046771,0,1.0
0,0,0.02882177333211519,0,1.0
0,1,0.062274247284299256,0,1.0
0,1,0.2010112147194294,0,1.0
0,0,0.057900782220802874,0,1.0
1,0,0.06194000727611782,0,1.0
0,0,0.15570056083878722,0,1.0
0,0,0.011003010674309678,0,1.0
8,0,0.007166089637740224,0,1.0
0,0,0.16724604448548844,0,1.0
0,0,0.0620070652433059,0,1.0
0,0,0.08165779093909184,0,1.0
0,0,0.05500300358981857,0,1.0
7,0,0.0007819575422342025,0,1.0
0,0,0.07440904016275489,0,1.0
0,0,0.020666693254669407,0,1.0
0,0,0.015481036791003329,0,1.0
0,0,0.019414427295076402,0,1.0
0,0,0.029689920950711914,0,1.0
0,1,0.4297720857906778,0,1.0
0,0,0.020666693254669407,0,1.0
0,0,0.1181073731610994,0,1.0
0,0,0.02974485395514419,0,1.0
0,0,0.23184221697963311,0,1.0
7,0,0.00247834354070184,0,1.0
0,0,0.03182408430117065,0,1.0
0,0,0.1865555749970216,0,1.0
0,0,0.018466903299818215,0,1.0
0,0,0.23384086027010087,0,1.0
0,0,0.013051347322847948,0,1.0
0,1,0.10373941588615046,0,1.0
0,0,0.012230716986682108,0,1.0
0,0,0.07507687510094352,0,1.0
1,0,0.01478955554989938,0,1.0
1,0,0.1552138595854229,0,1.0
0,0,0.16045265389673688,0,1.0
0,1,0.1283886480185159,0,1.0
0,0,0.011732734014579785,0,1.0
0,0,0.045297945092991294,0,1.0
0,0,0.023201667396972468,0,1.0
0,0,0.06438215773692064,0,1.0
8,0,0.003280943234568062,0,1.0
0,0,0.12599899156849895,0,1.0
0,0,0.0954444825307467,0,1.0
0,0,0.006614313928585749,0,1.0
1,0,0.060941527672250584,0,1.0
0,0,0.18323103919916564,0,1.0
0,0,0.03940241040731559,0,1.0
0,0,0.0356649610669213,0,1.0
0,0,0.03992883502147572,0,1.0
0,0,0.42553721249660464,0,1.0
0,0,0.06381465011080774,0,1.0
0,0,0.01160299892564681,0,1.0
1,0,0.03137988555855449,0,1.0
0,0,0.015259827746778318,0,1.0
1,0,0.026902074914443675,0,1.0
0,0,0.08181438738070808,0,1.0
1,0,0.045988663886942144,0,1.0
0,0,0.013831038446462779,0,1.0
0,0,0.026032566932723596,0,1.0
0,1,0.062274247284299256,0,1.0
1,0,0.04476118536767213,0,1.0
1,1,0.06673682893981905,0,1.0
5,1,0.016950906015044828,0,1.0
0,0,0.03443259694839782,0,1.0
0,0,0.01991470489419609,0,1.0
1,0,0.10728355174637416,0,1.0
0,0,0.10377464153141468,0,1.0
1,0,0.03739110343420778,0,1.0
0,0,0.28999390851381135,0,1.0
0,0,0.04315873813464806,0,1.0
8,1,0.0020107630908965017,0,1.0
0,0,0.053872512501552186,0,1.0
1,0,0.07572107385857652,0,1.0
0,0,0.0521684268931634,0,1.0
0,0,0.06780179693441372,0,1.0
0,0,0.03997693661948318,0,1.0
0,0,0.28999390851381135,0,1.0
1,0,0.11567561144298785,0,1.0
1,0,0.2577500304073171,0,1.0
7,0,0.007222542081285282,0,1.0
0,0,0.03725108674442974,0,1.0
7,0,0.004125530256160644,0,1.0
1,0,0.005007751633681591,0,1.0
1,0,0.02138307368592741,0,1.0
1,0,0.05543047741667588,0,1.0
0,0,0.047256021025675624,0,1.0
0,0,0.05914794157394748,0,1.0
8,0,0.00028517961921729483,0,1.0
1,0,0.07500817085483803,0,1.0
1,0,0.10175888051148453,0,1.0
0,0,0.09484758361883426,0,1.0
1,0,0.07334589900712102,0,1.0
0,0,0.25979588402186965,0,1.0
0,0,0.042157096147674274,0,1.0
8,0,0.001649522970003425,0,1.0
0,0,0.13578028978368148,0,1.0
0,0,0.0821102172753346,0,1.0
0,0,0.19143580894329523,0,1.0
0,0,0.04672884250726304,0,1.0
0,0,0.027333633843538152,0,1.0
0,0,0.2383002706613643,0,1.0
1,0,0.004165593186837074,0,1.0
0,0,0.006997203062935857,0,1.0
0,0,0.019096094088777906,0,1.0
0,0,0.12246585888146518,0,1.0
0,0,0.10320783225881054,0,1.0
0,0,0.014966640832218435,0,1.0
0,0,0.04841755054131185,0,1.0
0,0,0.03809561514500022,0,1.0
0,0,0.012897085134965958,0,1.0
0,0,0.17358699345818326,0,1.0
1,0,0.04369535770477601,0,1.0
0,0,0.20245572096908598,0,1.0
1,0,0.2577500304073171,0,1.0
0,0,0.025335340788278374,0,1.0
0,0,0.007243111666065905,0,1.0
0,0,0.05465111219673301,0,1.0
0,0,0.033481784553693404,0,1.0
1,0,0.047880954863385145,0,1.0
0,0,0.10920089770274115,0,1.0
0,0,0.1593955174357608,0,1.0
0,0,0.06340647133675495,0,1.0
0,0,0.00792780599043106,0,1.0
0,0,0.007477390326631081,0,1.0
0,0,0.012230716986682108,0,1.0
0,0,0.024469524707860072,0,1.0
0,0,0.25979588402186965,0,1.0
1,0,0.015928851524127475,0,1.0
0,0,0.06172635085630252,0,1.0
0,0,0.1584388509929795,0,1.0
0,0,0.041108926206350475,0,1.0
0,0,0.05670787259732646,0,1.0
0,0,0.0342672777130865,0,1.0
0,0,0.11797603491263066,0,1.0
0,0,0.10415068467095659,0,1.0
0,0,0.046431503564487074,0,1.0
8,1,0.00281460358387244,0,1.0
0,0,0.10235107938984621,0,1.0
0,0,0.012996939459700688,0,1.0
1,0,0.06076287358948012,0,1.0
5,0,0.024489576157136563,0,1.0
0,0,0.19205051646532584,0,1.0
0,0,0.11600920465242483,0,1.0
0,1,0.5841765478306029,1,1.0
0,0,0.06780179693441372,0,1.0
0,0,0.10912898274340674,0,1.0
0,0,0.16545045769122313,0,1.0
0,0,0.00963179370008291,0,1.0
8,0,0.002718537268337665,0,1.0
4,0,0.01653015117528549,0,1.0
0,0,0.03779443230169741,0,1.0
0,0,0.17992881755354342,0,1.0
0,0,0.01264876451722246,0,1.0
8,0,0.001649522970003425,0,1.0
1,0,0.02674097987695424,0,1.0
0,0,0.14927782807746529,0,1.0
0,0,0.09736250167417397,0,1.0
1,0,0.06194000727611782,0,1.0
0,0,0.10336825774651857,0,1.0
0,0,0.03992883502147572,0,1.0
0,0,0.05028442358820837,0,1.0
0,0,0.04000193131483007,0,1.0
0,1,0.11474072777229465,0,1.0
1,0,0.12690241404180172,0,1.0
0,0,0.14288549439423714,0,1.0
1,0,0.0520361926687733,0,1.0
0,0,0.06780179693441372,0,1.0
0,0,0.02460822150499686,0,1.0
0,0,0.1910761144852279,0,1.0
0,1,0.14062510851115684,0,1.0
0,0,0.05231951777749803,0,1.0
0,1,0.04854911623083952,0,1.0
0,0,0.1487851223258203,0,1.0
0,0,0.053609338933195846,0,1.0
0,0,0.1449640799233806,0,1.0
0,0,0.03465751427880568,0,1.0
0,0,0.04594835960674918,0,1.0
1,0,0.024431734151450214,0,1.0
1,0,0.03307698563146241,0,1.0
0,0,0.11613970803524963,0,1.0
1,0,0.01026357315839912,0,1.0
0,0,0.05678462833046615,0,1.0
0,0,0.17358699345818326,0,1.0
0,0,0.014247699623573007,0,1.0
0,0,0.020476424231135194,0,1.0
0,0,0.02062002261965517,0,1.0
0,0,0.06155568384274972,0,1.0
0,0,0.07303386557555197,0,1.0
0,0,0.015457486096193764,0,1.0
0,0,0.018886012466664635,0,1.0
0,0,0.2374474234050797,0,1.0
0,0,0.037108779637922425,0,1.0
1,0,0.08712956669493395,0,1.0
1,1,0.09394764400188915,0,1.0
0,1,0.0728258995607801,0,1.0
0,0,0.0922370810275777,0,1.0
0,0,0.02642967217517692,0,1.0
0,0,0.043145993539133086,0,1.0
0,0,0.012230716986682108,0,1.0
0,0,0.07440904016275489,0,1.0
0,0,0.027603373091797626,0,1.0
0,0,0.03400420927816259,0,1.0
0,0,0.1421510869593305,0,1.0
0,0,0.03418973477305155,0,1.0
0,0,0.06977782965649047,0,1.0
0,0,0.012138151121138594,0,1.0
0,0,0.02460822150499686,0,1.0
0,0,0.023407101621906776,0,1.0
0,0,0.019092869055702216,0,1.0
0,0,0.03423537204767086,0,1.0
0,0,0.013214460943051268,0,1.0
0,0,0.02675715189947734,0,1.0
1,0,0.07131977699708462,0,1.0
0,0,0.1449640799233806,0,1.0
0,0,0.02471974393485691,0,1.0
1,0,0.026902074914443675,0,1.0
0,0,0.021573062314217465,0,1.0
0,0,0.156546333495507,0,1.0
0,0,0.006987172097322392,0,1.0
0,0,0.24005681944558907,0,1.0
0,0,0.13402202326482998,0,1.0
0,0,0.11558259209552578,0,1.0
0,0,0.11110422898601259,0,1.0
0,0,0.01065516381856034,0,1.0
0,0,0.13083811020659764,0,1.0
0,0,0.018430190313780247,0,1.0
1,0,0.07742872684985735,0,1.0
0,0,0.012230716986682108,0,1.0
0,0,0.08389112346598102,0,1.0
8,0,0.001971853989713429,0,1.0
0,0,0.032403228192012384,0,1.0
1,0,0.009302089475935865,0,1.0
8,0,0.009235228352074755,0,1.0
0,0,0.03454880294284672,0,1.0
0,0,0.08419677982983681,0,1.0
0,0,0.10812075505631252,0,1.0
5,0,0.014797171542458423,0,1.0
0,0,0.012230716986682108,0,1.0
0,0,0.10341728431366617,0,1.0
0,0,0.015403773109685322,0,1.0
0,0,0.1394070735195958,0,1.0
0,0,0.05450970561762325,0,1.0
0,0,0.024469524707860072,0,1.0
1,0,0.008150379520081729,0,1.0
0,0,0.2835886720337387,0,1.0
1,0,0.01835530734649773,0,1.0
0,0,0.17270996896544344,0,1.0
0,0,0.14288549439423714,0,1.0
5,1,0.011329757424367414,0,1.0
0,0,0.029277442158646846,0,1.0
0,0,0.04833907424293022,0,1.0
0,0,0.17832311439584564,0,1.0
0,0,0.03841719937227149,0,1.0
1,0,0.01026357315839912,0,1.0
0,0,0.17753314684281288,0,1.0
1,0,0.024336711633911618,0,1.0
8,0,0.001649522970003425,0,1.0
0,0,0.12111827730370886,0,1.0
0,0,0.23799657326310333,0,1.0
0,0,0.01963494800540279,0,1.0
0,1,0.08290426515184299,0,1.0
1,0,0.019309791753467115,0,1.0
0,0,0.046999256316359185,0,1.0
7,0,0.0006233593679716056,0,1.0
0,0,0.07330895142573197,0,1.0
0,0,0.06381465011080774,0,1.0
0,0,0.046489741854308264,0,1.0
0,0,0.04630865251401272,0,1.0
0,0,0.03808741396413323,0,1.0
0,0,0.14911660658895365,0,1.0
0,0,0.008924384667276297,0,1.0
1,0,0.1514392306898002,0,1.0
1,0,0.1330423515372309,0,1.0
0,0,0.08512349234646752,0,1.0
0,0,0.10461705477462632,0,1.0
1,0,0.07196442044462695,0,1.0
0,0,0.24718971361279493,0,1.0
0,0,0.04541369609514374,0,1.0
0,0,0.006997203062935857,0,1.0
0,1,0.14459580987623827,0,1.0
1,0,0.08224150609578926,0,1.0
0,0,0.05184576925203127,0,1.0
1,0,0.09689167572425242,0,1.0
0,0,0.05028442358820837,0,1.0
0,0,0.028188517735581932,0,1.0
0,0,0.028191717040286876,0,1.0
0,0,0.1227536904859143,0,1.0
0,0,0.23970943960220237,0,1.0
0,0,0.045217262980643054,0,1.0
0,0,0.02766719393734307,0,1.0
0,0,0.05621673174633717,0,1.0
0,1,0.04854911623083952,0,1.0
1,0,0.12617943325894904,0,1.0
1,0,0.04336078840165448,0,1.0
0,0,0.07065944626843569,0,1.0
1,0,0.08572005735403737,0,1.0
0,0,0.010877135399356433,0,1.0
0,0,0.022971349966491323,0,1.0
0,0,0.09283064707805523,0,1.0
0,0,0.015304780454937432,0,1.0
0,0,0.07907021162091224,0,1.0
0,1,0.1536809606337122,0,1.0
1,0,0.0241586681501065,0,1.0
0,0,0.038045484375202485,0,1.0
0,0,0.06340647133675495,0,1.0
0,0,0.04594835960674918,0,1.0
0,0,0.0834211660271274,0,1.0
0,0,0.028048140261147925,0,1.0
0,0,0.11613970803524963,0,1.0
0,0,0.27853556635342147,0,1.0
0,0,0.024446879481441437,0,1.0
0,0,0.10336825774651857,0,1.0
0,0,0.011222923802442147,0,1.0
0,1,0.14459580987623827,0,1.0
0,0,0.057900782220802874,0,1.0
0,0,0.024060984742179117,0,1.0
0,0,0.39913345861578164,0,1.0
0,0,0.019573066346074818,0,1.0
0,0,0.010196591721409886,0,1.0
0,0,0.1398404144914251,0,1.0
1,0,0.024237165217331925,0,1.0
0,0,0.1910761144852279,0,1.0
0,0,0.23901489851617064,0,1.0
0,0,0.18363155438705325,0,1.0
1,0,0.04058202859691252,0,1.0
0,0,0.08405830589618911,0,1.0
1,0,0.04588508302761137,0,1.0
0,0,0.04970476516760037,0,1.0
0,0,0.025335340788278374,0,1.0
0,0,0.08328852874118037,0,1.0
0,0,0.223265315912765,0,1.0
0,0,0.018809960027871192,0,1.0
0,1,0.11474072777229465,0,1.0
0,0,0.013831038446462779,0,1.0
0,0,0.20533298296832528,0,1.0
1,1,0.28369798646716393,0,1.0
0,0,0.0663663658606743,0,1.0
0,0,0.08435532736039533,0,1.0
0,1,0.11474072777229465,0,1.0
0,0,0.038891138411119866,0,1.0
0,0,0.029582072890935188,0,1.0
0,0,0.020803402815537244,0,1.0
0,0,0.028188517735581932,0,1.0
0,0,0.12049536522539982,0,1.0
0,0,0.013338575854454486,0,1.0
0,0,0.10377464153141468,0,1.0
0,0,0.03808741396413323,0,1.0
1,0,0.05022203841493307,0,1.0
1,0,0.026149207574049056,0,1.0
0,0,0.18309452694334244,0,1.0
0,0,0.014037142288695638,0,1.0
0,0,0.1407786681507306,0,1.0
0,0,0.06496812480090071,0,1.0
0,0,0.02107166094502813,0,1.0
0,0,0.014966640832218435,0,1.0
5,0,0.007868176664545465,0,1.0
0,0,0.07656584679787444,0,1.0
0,0,0.09591505833645635,0,1.0
0,0,0.10060205257522158,0,1.0
1,0,0.05022203841493307,0,1.0
0,0,0.07136873204326342,0,1.0
1,0,0.015204740968924237,0,1.0
0,0,0.07338444812356351,0,1.0
1,1,0.04984557969172271,0,1.0
0,0,0.018396950899879107,0,1.0
0,0,0.23970943960220237,0,1.0
1,0,0.10665345340910966,0,1.0
1,0,0.03208392355897831,0,1.0
0,0,0.042595109032698274,0,1.0
5,0,0.0019150663570981763,0,1.0
0,0,0.17832311439584564,0,1.0
0,0,0.03663701767220344,0,1.0
0,0,0.012567958921075671,0,1.0
0,0,0.18974048405579472,0,1.0
0,0,0.028188517735581932,0,1.0
0,0,0.17832311439584564,0,1.0
0,0,0.06875207322509792,0,1.0
1,1,0.09215558563318758,0,1.0
0,0,0.17430633275921353,0,1.0
0,0,0.022827851697639633,0,1.0
1,0,0.010385328141603983,0,1.0
0,0,0.023875201368433286,0,1.0
0,0,0.16737349649941763,0,1.0
7,0,0.00052767921370633,0,1.0
0,0,0.22052839492650095,0,1.0
0,0,0.010877135399356433,0,1.0
5,0,0.020246568577328664,0,1.0
0,0,0.028420666626099527,0,1.0
0,0,0.014993768806894691,0,1.0
0,0,0.13875378177664213,0,1.0
0,0,0.06392302208694207,0,1.0
1,0,0.08367819110610587,0,1.0
0,0,0.05958526935215502,0,1.0
0,0,0.03716707923351695,0,1.0
7,0,0.007222542081285282,0,1.0
0,0,0.013432773219481433,0,1.0
0,0,0.01435611917101436,0,1.0
1,0,0.08712956669493395,0,1.0
1,0,0.01784132159360445,0,1.0
1,0,0.01938444306630455,0,1.0
0,0,0.08332410393705093,0,1.0
0,0,0.025504711848969568,0,1.0
0,0,0.04835218629565657,0,1.0
1,1,0.04979496853787664,0,1.0
0,0,0.028172498352983272,0,1.0
0,0,0.033481784553693404,0,1.0
0,0,0.031800687471398734,0,1.0
1,0,0.12705614417041872,0,1.0
0,0,0.04124953337007654,0,1.0
1,0,0.10369490937158889,0,1.0
0,0,0.01435611917101436,0,1.0
1,0,0.10163736512167425,0,1.0
1,1,0.04979496853787664,0,1.0
1,0,0.025751247555295183,0,1.0
0,0,0.29699849371160864,0,1.0
0,1,0.5841765478306029,1,1.0
0,0,0.05465111219673301,0,1.0
0,0,0.14475297509558957,0,1.0
7,0,0.0006249350960542206,0,1.0
0,0,0.08688327750323259,0,1.0
1,1,0.04984557969172271,0,1.0
0,0,0.1394070735195958,0,1.0
0,0,0.1251121780296094,0,1.0
0,0,0.018260253326187748,0,1.0
0,0,0.007666192965459222,0,1.0
0,0,0.07120647725276598,0,1.0
0,0,0.010121917133286147,0,1.0
0,0,0.3152643515519309,0,1.0
1,0,0.08105456775474512,0,1.0
1,0,0.012322019564206676,0,1.0
1,0,0.0407337303727598,0,1.0
0,0,0.028192195129167368,0,1.0
0,0,0.08971231215649944,0,1.0
0,0,0.10737298446981927,0,1.0
0,0,0.05334344482601484,0,1.0
0,0,0.024446879481441437,0,1.0
0,0,0.02460822150499686,0,1.0
0,0,0.19205051646532584,0,1.0
0,0,0.16895397889055924,0,1.0
8,0,0.0024968481191342856,0,1.0
0,0,0.06604652487438908,0,1.0
0,0,0.01468747108005219,0,1.0
0,0,0.012447320186575364,0,1.0
1,0,0.11926526480492239,0,1.0
0,0,0.10415068467095659,0,1.0
1,1,0.06524750251067778,0,1.0
0,0,0.12300543072156069,0,1.0
0,0,0.1398404144914251,0,1.0
0,0,0.08435532736039533,0,1.0
0,0,0.08119101004069906,0,1.0
0,0,0.012230716986682108,0,1.0
0,0,0.06150497972580494,0,1.0
0,0,0.04843059957337413,0,1.0
0,0,0.05994157420641925,0,1.0
8,1,0.0020107630908965017,0,1.0
0,0,0.0397254821233265,0,1.0
0,0,0.10060205257522158,0,1.0
0,0,0.03232747776336627,0,1.0
0,0,0.028536773623065708,0,1.0
0,0,0.23970943960220237,0,1.0
0,0,0.12111827730370886,0,1.0
0,0,0.013831038446462779,0,1.0
0,0,0.04686588659438784,0,1.0
0,1,0.10406354173844536,0,1.0
0,0,0.010318198990754633,0,1.0
0,0,0.03452429700007712,0,1.0
0,0,0.026056647213554225,0,1.0
0,0,0.23970943960220237,0,1.0
8,0,0.002312390391500433,0,1.0
1,0,0.012322019564206676,0,1.0
0,0,0.1337420405779175,0,1.0
8,0,0.0021777150265024805,0,1.0
0,0,0.024039305362988775,0,1.0
0,0,0.038662740151770056,0,1.0
0,0,0.016315092207198137,0,1.0
1,0,0.02405291110376084,0,1.0
0,0,0.008822402899340758,0,1.0
0,0,0.07231642851446339,0,1.0
1,0,0.07131977699708462,0,1.0
1,0,0.005425275780922503,0,1.0
0,0,0.12049536522539982,0,1.0
0,0,0.17992881755354342,0,1.0
0,0,0.0834211660271274,0,1.0
1,0,0.10163736512167425,0,1.0
0,0,0.022207098084018096,0,1.0
0,0,0.23167976104264332,0,1.0
0,0,0.10812075505631252,0,1.0
0,0,0.013843992666485543,0,1.0
0,0,0.036652712753175706,0,1.0
0,0,0.025929711576954968,0,1.0
0,0,0.07339659460473474,0,1.0
0,0,0.012115328277445542,0,1.0
0,0,0.09097870782762188,0,1.0
0,0,0.016458913627607253,0,1.0
0,0,0.033647629439034744,0,1.0
0,0,0.013307496948111685,0,1.0
0,0,0.07918177065740692,0,1.0
0,0,0.16724604448548844,0,1.0
1,0,0.0971860059207192,0,1.0
0,1,0.1283886480185159,0,1.0
0,0,0.02069525315282018,0,1.0
1,0,0.009813797895633082,0,1.0
0,0,0.023445114193039508,0,1.0
0,0,0.17957944453498456,0,1.0
1,0,0.036797285596369037,0,1.0
0,0,0.012230716986682108,0,1.0
0,1,0.047236802573375945,0,1.0
1,0,0.02715089959157903,0,1.0
1,0,0.024336711633911618,0,1.0
0,0,0.016253929080790055,0,1.0
1,0,0.043814060596013,0,1.0
0,0,0.25162601419269404,0,1.0
0,0,0.023219295177912554,0,1.0
0,0,0.04672884250726304,0,1.0
1,0,0.1115995896976601,0,1.0
0,0,0.013465456205638856,0,1.0
0,0,0.029837368381388677,0,1.0
0,0,0.07253469906932089,0,1.0
0,0,0.39483905164513133,0,1.0
1,0,0.015204740968924237,0,1.0
0,0,0.016315092207198137,0,1.0
0,0,0.17997373667587138,0,1.0
0,0,0.03021788997443818,0,1.0
1,0,0.0346670790943449,0,1.0
0,0,0.04807271837985602,0,1.0
0,0,0.0048280029903706384,0,1.0
5,0,0.008912875901431585,0,1.0
0,1,0.12940098917109527,0,1.0
0,0,0.014593013527161504,0,1.0
0,0,0.014037142288695638,0,1.0
1,0,0.09254182957794821,0,1.0
0,0,0.0620070652433059,0,1.0
0,0,0.17253966480023658,0,1.0
0,0,0.0620070652433059,0,1.0
0,1,0.22676032916970904,0,1.0
0,0,0.05031595101030986,0,1.0
0,0,0.17997373667587138,0,1.0
0,0,0.014016331155424819,0,1.0
1,0,0.043814060596013,0,1.0
0,0,0.2047110241209117,0,1.0
0,0,0.05709269056445316,0,1.0
1,0,0.04336078840165448,0,1.0
0,0,0.03808741396413323,0,1.0
0,1,0.15843484336199629,0,1.0
0,0,0.04097238416922116,0,1.0
0,0,0.06565018448481796,0,1.0
0,0,0.03306397665033639,0,1.0
1,0,0.06884011051883508,0,1.0
0,0,0.10379769644249677,0,1.0
0,0,0.0994431908419905,0,1.0
0,0,0.014247699623573007,0,1.0
1,0,0.14431251183075747,0,1.0
0,0,0.016315092207198137,0,1.0
0,0,0.03573405176033186,0,1.0
0,0,0.043248736873332194,0,1.0
0,0,0.25096995581379955,0,1.0
0,0,0.1910761144852279,0,1.0
0,0,0.008104983891743543,0,1.0
0,0,0.035462705953707964,0,1.0
0,1,0.14974251938179647,0,1.0
1,0,0.008721095565778426,0,1.0
0,0,0.22594282259445964,0,1.0
0,0,0.13036943649732446,0,1.0
0,0,0.13586655461772046,0,1.0
8,0,0.0010347060834821004,0,1.0
0,0,0.014966640832218435,0,1.0
0,0,0.1509874463089499,0,1.0
0,0,0.020389367959865286,0,1.0
0,0,0.0397254821233265,0,1.0
1,0,0.024237165217331925,0,1.0
0,0,0.012230716986682108,0,1.0
0,0,0.014620530464912414,0,1.0
1,0,0.029516371738477713,0,1.0
0,0,0.03854636616449389,0,1.0
0,0,0.19799677516689365,0,1.0
0,0,0.05395239164542947,0,1.0
0,0,0.10551934458823771,0,1.0
0,0,0.09591505833645635,0,1.0
0,0,0.14288549439423714,0,1.0
0,0,0.01660281295060274,0,1.0
0,0,0.2810936998527888,0,1.0
0,0,0.0870952963178441,0,1.0
0,0,0.05733969712038181,0,1.0
1,0,0.042959404176444844,0,1.0
0,0,0.05784197103438615,0,1.0
0,1,0.12148736511416934,0,1.0
0,0,0.008771090527124884,0,1.0
0,0,0.009072639099559455,0,1.0
0,0,0.05779729812455571,0,1.0
1,0,0.10474295852756395,0,1.0
0,0,0.028156603392474458,0,1.0
0,0,0.24005681944558907,0,1.0
0,0,0.012230716986682108,0,1.0
8,1,0.00281460358387244,0,1.0
0,0,0.03591989752836846,0,1.0
0,0,0.029837368381388677,0,1.0
1,0,0.10163736512167425,0,1.0
0,0,0.1890564777136762,0,1.0
0,0,0.024469524707860072,0,1.0
0,0,0.043248736873332194,0,1.0
0,1,0.062274247284299256,0,1.0
0,0,0.08864446177615151,0,1.0
0,0,0.014620530464912414,0,1.0
1,0,0.07647359386164138,0,1.0
0,0,0.041108926206350475,0,1.0
0,0,0.17992881755354342,0,1.0
0,0,0.043145993539133086,0,1.0
0,0,0.051034037279009015,0,1.0
1,0,0.008753363874126516,0,1.0
0,0,0.23384086027010087,0,1.0
1,0,0.01026357315839912,0,1.0
0,0,0.219704298357716,0,1.0
1,0,0.1330423515372309,0,1.0
0,0,0.027840396705635737,0,1.0
0,0,0.04594835960674918,0,1.0
0,1,0.0834211660271274,0,1.0
0,0,0.028048140261147925,0,1.0
0,0,0.07812001791365035,0,1.0
0,0,0.10104386444987164,0,1.0
0,0,0.033570551699777226,0,1.0
0,0,0.02644765876896099,0,1.0
8,0,0.002567817290036933,0,1.0
0,0,0.2003896172564929,0,1.0
0,0,0.010318198990754633,0,1.0
0,0,0.10294002999819345,0,1.0
0,0,0.069407629021526,0,1.0
0,0,0.03779443230169741,0,1.0
8,0,0.0004544108546245547,0,1.0
5,0,0.01171908753982221,0,1.0
0,0,0.10104386444987164,0,1.0
0,0,0.008924384667276297,0,1.0
0,0,0.07253469906932089,0,1.0
0,0,0.17331386383567765,0,1.0
0,0,0.0168445662790873,0,1.0
1,0,0.028913719874254132,0,1.0
0,0,0.022864248052025124,0,1.0
0,0,0.037934157362144054,0,1.0
0,0,0.010351169921169946,0,1.0
1,0,0.019220575037163082,0,1.0
0,0,0.04167174816969441,0,1.0
0,0,0.07961454468345881,0,1.0
0,1,0.06960177850603863,0,1.0
0,0,0.03465751427880568,0,1.0
0,0,0.03992883502147572,0,1.0
1,0,0.1371484855733481,0,1.0
1,0,0.029219054504380924,0,1.0
0,0,0.06532562614670026,0,1.0
0,0,0.012230716986682108,0,1.0
0,0,0.3617412231330498,0,1.0
1,0,0.10163736512167425,0,1.0
0,0,0.12314851921420628,0,1.0
7,0,0.0035533529843466915,0,1.0
1,0,0.015928851524127475,0,1.0
1,0,0.008753363874126516,0,1.0
0,0,0.053872512501552186,0,1.0
0,0,0.026032566932723596,0,1.0
0,0,0.03255599556599424,0,1.0
